  179 2.681643E-07 9.117816E+02 9.328000E+02
  180 2.637520E-07 9.117813E+02 9.174000E+02
  181 2.594146E-07 9.117810E+02 9.024000E+02
  182 2.551893E-07 9.117807E+02 8.876000E+02
  183 2.510388E-07 9.117804E+02 8.732000E+02
  184 2.470005E-07 9.117801E+02 8.592000E+02
  185 2.430370E-07 9.117798E+02 8.454000E+02
  186 2.391482E-07 9.117795E+02 8.319000E+02
  187 2.353717E-07 9.117793E+02 8.187000E+02
  188 2.316325E-07 9.117790E+02 8.058000E+02
  189 2.280055E-07 9.117787E+02 7.931000E+02
  190 2.244533E-07 9.117785E+02 7.807000E+02
  191 2.209385E-07 9.117782E+02 7.686000E+02
  192 2.175359E-07 9.117779E+02 7.567000E+02
  193 2.141706E-07 9.117777E+02 7.451000E+02
  194 2.109176E-07 9.117774E+02 7.337000E+02
  195 2.077019E-07 9.117772E+02 7.225000E+02
  196 2.045610E-07 9.117770E+02 7.115000E+02
  197 2.014576E-07 9.117767E+02 7.008000E+02
  198 1.984289E-07 9.117765E+02 6.903000E+02
  199 1.954750E-07 9.117763E+02 6.800000E+02
