    1 4.164187E-01 1.215668E+03 6.265000E+08
    2 7.916517E-02 1.025722E+03 1.897000E+08
    3 2.900759E-02 9.725366E+02 8.127000E+07
    4 1.394752E-02 9.497429E+02 4.204000E+07
    5 7.804223E-03 9.378034E+02 2.450000E+07
    6 4.815727E-03 9.307482E+02 1.551000E+07
    7 3.185148E-03 9.262256E+02 1.043000E+07
    8 2.217314E-03 9.231503E+02 7.344000E+06
    9 1.606381E-03 9.209630E+02 5.366000E+06
   10 1.201238E-03 9.193513E+02 4.039000E+06
   11 9.220411E-04 9.181293E+02 3.115000E+06
   12 7.230184E-04 9.171805E+02 2.453000E+06
   13 5.775428E-04 9.164291E+02 1.966000E+06
   14 4.688932E-04 9.158238E+02 1.600000E+06
   15 3.858632E-04 9.153289E+02 1.319000E+06
   16 3.212523E-04 9.149192E+02 1.100000E+06
   17 2.703373E-04 9.145762E+02 9.275000E+05
   18 2.296748E-04 9.142861E+02 7.890000E+05
   19 1.967844E-04 9.140385E+02 6.768000E+05
   20 1.698761E-04 9.138256E+02 5.848000E+05
   21 1.476571E-04 9.136411E+02 5.088000E+05
   22 1.291779E-04 9.134803E+02 4.454000E+05
   23 1.136429E-04 9.133391E+02 3.921000E+05
   24 1.005216E-04 9.132146E+02 3.470000E+05
   25 8.932262E-05 9.131042E+02 3.086000E+05
   26 7.974319E-05 9.130059E+02 2.756000E+05
   27 7.148141E-05 9.129179E+02 2.471000E+05
   28 6.431089E-05 9.128389E+02 2.225000E+05
   29 5.808061E-05 9.127676E+02 2.010000E+05
   30 5.263983E-05 9.127032E+02 1.822000E+05
   31 4.783804E-05 9.126447E+02 1.657000E+05
   32 4.363729E-05 9.125915E+02 1.511000E+05
   33 3.988735E-05 9.125429E+02 1.381000E+05
   34 3.655047E-05 9.124984E+02 1.266000E+05
   35 3.358523E-05 9.124575E+02 1.164000E+05
   36 3.093151E-05 9.124199E+02 1.072000E+05
   37 2.855173E-05 9.123853E+02 9.898000E+04
   38 2.640831E-05 9.123533E+02 9.157000E+04
   39 2.447495E-05 9.123237E+02 8.487000E+04
   40 2.272537E-05 9.122962E+02 7.882000E+04
   41 2.113704E-05 9.122706E+02 7.333000E+04
   42 1.969494E-05 9.122468E+02 6.833000E+04
   43 1.838404E-05 9.122246E+02 6.378000E+04
   44 1.718186E-05 9.122039E+02 5.963000E+04
   45 1.608462E-05 9.121845E+02 5.582000E+04
   46 1.508107E-05 9.121664E+02 5.234000E+04
   47 1.415622E-05 9.121494E+02 4.914000E+04
   48 1.330630E-05 9.121334E+02 4.619000E+04
   49 1.252383E-05 9.121183E+02 4.348000E+04
   50 1.180129E-05 9.121041E+02 4.097000E+04
   51 1.113120E-05 9.120908E+02 3.865000E+04
   52 1.051355E-05 9.120782E+02 3.651000E+04
   53 9.940845E-06 9.120662E+02 3.452000E+04
   54 9.405596E-06 9.120550E+02 3.267000E+04
   55 8.911537E-06 9.120443E+02 3.095000E+04
   56 8.451182E-06 9.120342E+02 2.935000E+04
   57 8.020785E-06 9.120246E+02 2.786000E+04
   58 7.620341E-06 9.120155E+02 2.647000E+04
   59 7.246107E-06 9.120068E+02 2.517000E+04
   60 6.894339E-06 9.119986E+02 2.395000E+04
   61 6.565034E-06 9.119907E+02 2.281000E+04
   62 6.258189E-06 9.119832E+02 2.174000E+04
   63 5.970062E-06 9.119761E+02 2.074000E+04
   64 5.696910E-06 9.119693E+02 1.980000E+04
   65 5.442473E-06 9.119628E+02 1.891000E+04
   66 5.203008E-06 9.119566E+02 1.808000E+04
   67 4.974774E-06 9.119507E+02 1.729000E+04
   68 4.761510E-06 9.119450E+02 1.655000E+04
   69 4.563215E-06 9.119396E+02 1.585000E+04
   70 4.372408E-06 9.119344E+02 1.519000E+04
   71 4.192828E-06 9.119294E+02 1.457000E+04
   72 4.020734E-06 9.119246E+02 1.398000E+04
   73 3.859866E-06 9.119200E+02 1.342000E+04
   74 3.708352E-06 9.119156E+02 1.289000E+04
   75 3.563950E-06 9.119113E+02 1.239000E+04
   76 3.426657E-06 9.119073E+02 1.191000E+04
   77 3.296848E-06 9.119033E+02 1.146000E+04
   78 3.173026E-06 9.118996E+02 1.103000E+04
   79 3.055566E-06 9.118959E+02 1.062000E+04
   80 2.943718E-06 9.118924E+02 1.023000E+04
   81 2.837108E-06 9.118891E+02 9.863000E+03
   82 2.735737E-06 9.118858E+02 9.511000E+03
   83 2.639229E-06 9.118827E+02 9.175000E+03
   84 2.547211E-06 9.118797E+02 8.855000E+03
   85 2.459309E-06 9.118768E+02 8.550000E+03
   86 2.375522E-06 9.118739E+02 8.258000E+03
   87 2.295477E-06 9.118712E+02 7.980000E+03
   88 2.218798E-06 9.118686E+02 7.714000E+03
   89 2.145861E-06 9.118660E+02 7.460000E+03
   90 2.075917E-06 9.118636E+02 7.217000E+03
   91 2.008965E-06 9.118612E+02 6.984000E+03
   92 1.944633E-06 9.118589E+02 6.761000E+03
   93 1.883293E-06 9.118567E+02 6.548000E+03
   94 1.824572E-06 9.118545E+02 6.343000E+03
   95 1.768095E-06 9.118524E+02 6.147000E+03
   96 1.713863E-06 9.118504E+02 5.959000E+03
   97 1.661875E-06 9.118484E+02 5.778000E+03
   98 1.612132E-06 9.118465E+02 5.605000E+03
   99 1.564259E-06 9.118446E+02 5.439000E+03
  100 1.518256E-06 9.118429E+02 5.279000E+03
  101 1.473750E-06 9.118411E+02 5.125000E+03
  102 1.431488E-06 9.118394E+02 4.977000E+03
  103 1.390348E-06 9.118378E+02 4.835000E+03
  104 1.351079E-06 9.118362E+02 4.698000E+03
  105 1.313305E-06 9.118346E+02 4.567000E+03
  106 1.276654E-06 9.118331E+02 4.440000E+03
  107 1.241499E-06 9.118316E+02 4.318000E+03
  108 1.207840E-06 9.118302E+02 4.200000E+03
  109 1.175303E-06 9.118288E+02 4.086000E+03
  110 1.143515E-06 9.118275E+02 3.977000E+03
  111 1.113222E-06 9.118262E+02 3.871000E+03
  112 1.084052E-06 9.118249E+02 3.770000E+03
  113 1.055630E-06 9.118236E+02 3.671000E+03
  114 1.028329E-06 9.118224E+02 3.576000E+03
  115 1.002151E-06 9.118212E+02 3.485000E+03
  116 9.767209E-07 9.118201E+02 3.396000E+03
  117 9.520388E-07 9.118189E+02 3.310000E+03
  118 9.281047E-07 9.118179E+02 3.228000E+03
  119 9.052926E-07 9.118168E+02 3.148000E+03
  120 8.828545E-07 9.118157E+02 3.070000E+03
  121 8.611645E-07 9.118147E+02 2.995000E+03
  122 8.405965E-07 9.118137E+02 2.923000E+03
  123 8.204025E-07 9.118128E+02 2.853000E+03
  124 8.009564E-07 9.118118E+02 2.785000E+03
  125 7.818845E-07 9.118109E+02 2.719000E+03
  126 7.635605E-07 9.118100E+02 2.655000E+03
  127 7.456105E-07 9.118091E+02 2.594000E+03
  128 7.284085E-07 9.118083E+02 2.534000E+03
  129 7.119544E-07 9.118074E+02 2.476000E+03
  130 6.958744E-07 9.118066E+02 2.420000E+03
  131 6.801683E-07 9.118058E+02 2.365000E+03
  132 6.648363E-07 9.118050E+02 2.312000E+03
  133 6.498782E-07 9.118042E+02 2.261000E+03
  134 6.356681E-07 9.118035E+02 2.211000E+03
  135 6.218320E-07 9.118028E+02 2.162000E+03
  136 6.083698E-07 9.118020E+02 2.115000E+03
  137 5.952817E-07 9.118013E+02 2.070000E+03
  138 5.821936E-07 9.118007E+02 2.025000E+03
  139 5.698534E-07 9.118000E+02 1.982000E+03
  140 5.578871E-07 9.117993E+02 1.940000E+03
  141 5.462949E-07 9.117987E+02 1.900000E+03
  142 5.347027E-07 9.117981E+02 1.860000E+03
  143 5.238583E-07 9.117974E+02 1.822000E+03
  144 5.130141E-07 9.117968E+02 1.784000E+03
  145 5.025437E-07 9.117962E+02 1.748000E+03
  146 4.924474E-07 9.117957E+02 1.712000E+03
  147 4.823510E-07 9.117951E+02 1.678000E+03
  148 4.726286E-07 9.117945E+02 1.644000E+03
  149 4.632802E-07 9.117940E+02 1.612000E+03
  150 4.543057E-07 9.117935E+02 1.580000E+03
  151 4.453313E-07 9.117929E+02 1.549000E+03
  152 4.367308E-07 9.117924E+02 1.519000E+03
  153 4.281303E-07 9.117919E+02 1.489000E+03
  154 4.199038E-07 9.117914E+02 1.461000E+03
  155 4.120512E-07 9.117909E+02 1.433000E+03
  156 4.041986E-07 9.117905E+02 1.406000E+03
  157 3.963460E-07 9.117900E+02 1.379000E+03
  158 3.892413E-07 9.117895E+02 1.353000E+03
  159 3.817627E-07 9.117891E+02 1.328000E+03
  160 3.746581E-07 9.117886E+02 1.303000E+03
  161 3.678525E-07 9.117882E+02 1.279000E+03
  162 3.611218E-07 9.117878E+02 1.256000E+03
  163 3.545407E-07 9.117874E+02 1.233000E+03
  164 3.481465E-07 9.117870E+02 1.211000E+03
  165 3.419020E-07 9.117866E+02 1.189000E+03
  166 3.357696E-07 9.117862E+02 1.168000E+03
  167 3.298241E-07 9.117858E+02 1.147000E+03
  168 3.239909E-07 9.117854E+02 1.127000E+03
  169 3.183073E-07 9.117850E+02 1.107000E+03
  170 3.127732E-07 9.117846E+02 1.088000E+03
  171 3.073513E-07 9.117843E+02 1.069000E+03
  172 3.020416E-07 9.117839E+02 1.051000E+03
  173 2.968814E-07 9.117836E+02 1.033000E+03
  174 2.917961E-07 9.117832E+02 1.015000E+03
  175 2.868603E-07 9.117829E+02 9.978000E+02
  176 2.820367E-07 9.117826E+02 9.810000E+02
  177 2.772879E-07 9.117822E+02 9.646000E+02
  178 2.726887E-07 9.117819E+02 9.485000E+02
