Proba d'emission (C-)-X en s-1
  vu      ju      vl      jl

  0       1       0       1      0.565740D+08
  1       1       0       1      0.104847D+09
  2       1       0       1      0.117740D+09
  3       1       0       1      0.105390D+09
  0       1       1       1      0.166124D+09
  1       1       1       1      0.107796D+09
  2       1       1       1      0.238488D+08
  3       1       1       1      0.179395D+05
  0       1       2       1      0.196371D+09
  1       1       2       1      0.250365D+07
  2       1       2       1      0.416759D+08
  3       1       2       1      0.681850D+08
  0       1       3       1      0.120984D+09
  1       1       3       1      0.720125D+08
  2       1       3       1      0.715540D+08
  3       1       3       1      0.243102D+07
  0       1       4       1      0.418559D+08
  1       1       4       1      0.157531D+09
  2       1       4       1      0.297401D+06
  3       1       4       1      0.621200D+08
  0       1       5       1      0.810025D+07
  1       1       5       1      0.103184D+09
  2       1       5       1      0.100526D+09
  3       1       5       1      0.285455D+08
  0       1       6       1      0.809085D+06
  1       1       6       1      0.297713D+08
  2       1       6       1      0.144135D+09
  3       1       6       1      0.314053D+08
  0       1       7       1      0.329855D+05
  1       1       7       1      0.380855D+07
  2       1       7       1      0.625555D+08
  3       1       7       1      0.147669D+09
  0       1       8       1      0.205507D+03
  1       1       8       1      0.165957D+06
  2       1       8       1      0.999485D+07
  3       1       8       1      0.990155D+08
  0       1       9       1      0.660510D+01
  1       1       9       1      0.467473D+03
  2       1       9       1      0.428360D+06
  3       1       9       1      0.192001D+08
  0       1      10       1      0.229522D+01
  1       1      10       1      0.589655D+02
  2       1      10       1      0.988705D+01
  3       1      10       1      0.709510D+06
  0       1      11       1      0.329589D+01
  1       1      11       1      0.132154D-01
  2       1      11       1      0.306336D+03
  3       1      11       1      0.453969D+04
  0       1      12       1      0.414926D+00
  1       1      12       1      0.707905D-01
  2       1      12       1      0.892375D+01
  3       1      12       1      0.629590D+03
  0       1      13       1      0.855555D+00
  1       1      13       1      0.361173D+00
  2       1      13       1      0.706115D-01
  3       1      13       1      0.117720D+03
  0       1      14       1      0.101983D-01
  1       1      14       1      0.236112D-01
  2       1      14       1      0.237038D+00
  3       1      14       1      0.777090D+01
  0       1      15       1      0.294144D+00
  1       1      15       1      0.358313D-01
  2       1      15       1      0.334158D-01
  3       1      15       1      0.198231D-01
  0       1      16       1      0.192449D+00
  1       1      16       1      0.320653D-01
  2       1      16       1      0.612350D-03
  3       1      16       1      0.633085D-01
  0       1      17       1      0.101873D-01
  1       1      17       1      0.166953D-02
  2       1      17       1      0.268746D-03
  3       1      17       1      0.487711D-02
  4       1       0       1      0.832985D+08
  5       1       0       1      0.612080D+08
  6       1       0       1      0.430866D+08
  7       1       0       1      0.296280D+08
  4       1       1       1      0.132213D+08
  5       1       1       1      0.319378D+08
  6       1       1       1      0.428188D+08
  7       1       1       1      0.448837D+08
  4       1       2       1      0.416422D+08
  5       1       2       1      0.117701D+08
  6       1       2       1      0.274216D+06
  7       1       2       1      0.302629D+07
  4       1       3       1      0.162098D+08
  5       1       3       1      0.407122D+08
  6       1       3       1      0.387313D+08
  7       1       3       1      0.225432D+08
  4       1       4       1      0.413131D+08
  5       1       4       1      0.303900D+07
  6       1       4       1      0.559760D+07
  7       1       4       1      0.218430D+08
  4       1       5       1      0.122944D+08
  5       1       5       1      0.466365D+08
  6       1       5       1      0.289338D+08
  7       1       5       1      0.450469D+07
  4       1       6       1      0.627070D+08
  5       1       6       1      0.189939D+07
  6       1       6       1      0.170434D+08
  7       1       6       1      0.342171D+08
  4       1       7       1      0.958110D+06
  5       1       7       1      0.576960D+08
  6       1       7       1      0.233512D+08
  7       1       7       1      0.126411D+06
  4       1       8       1      0.122585D+09
  5       1       8       1      0.786500D+07
  6       1       8       1      0.297805D+08
  7       1       8       1      0.386550D+08
  4       1       9       1      0.132412D+09
  5       1       9       1      0.877470D+08
  6       1       9       1      0.281592D+08
  7       1       9       1      0.695620D+07
  4       1      10       1      0.299102D+08
  5       1      10       1      0.160259D+09
  6       1      10       1      0.581120D+08
