;1  The first column is the upper electronic state 
;2  (2=Lyman (B-X), 3= Werner (C-X))
;3  nup is the upper vibrational level 
;4  npp is the lower vibrational level 
;5  Jup is the upper rotational level 
;6  Jpp is the lower rotational level 
;7  
;8
;9   nup  npp Jup Jpp      wave         f           gu     gamma         label  rank 
307 2   18   0   1   0   917.250   0.00605447   1   7.70820e+08    L18-0R(0)   0
308 2   18   0   2   1   917.920   0.00442117   9   7.73010e+08    L18-0R(1)   1
309 2   18   0   0   1   918.410   0.00160175   9   7.69090e+08    L18-0P(1)   2
310 2   18   0   3   2   919.420   0.00408078   5   7.75560e+08    L18-0R(2)   3
311 2   18   0   1   2   920.240   0.00167585   5   7.70820e+08    L18-0P(2)   4
312 2   18   0   4   3   921.730   0.00409403   21   7.68590e+08   L18-0R(3)   5
313 2   18   0   2   3   922.890   0.00164174   21   7.73010e+08   L18-0P(3)   6
314 2   18   0   5   4   924.850   0.00407498   9   7.71530e+08    L18-0R(4)   7
315 2   18   0   3   4   926.350   0.00160098   9   7.75560e+08   L18-0P(4)   8
316 2   18   0   6   5   928.760   0.00397366   33   7.61760e+08   L18-0R(5)   9
317 2   18   0   4   5   930.600   0.00159341   33   7.68590e+08   L18-0P(5)   10
318 2   18   0   7   6   933.440   0.00376808   13   7.61780e+08   L18-0R(6)   11
319 2   18   0   5   6   935.630   0.00166574   13   7.71530e+08   L18-0P(6)   12
320 2   18   0   8   7   938.870   0.00344474   45   7.70860e+08   L18-0R(7)   13
321 2   18   0   6   7   941.410   0.00184242   45   7.61760e+08   L18-0P(7)   14
322 2   18   0   9   8   944.989   0.0022       17   7.7e+08       L18-0R(8)   15
323 2   18   0   7   8   947.923   0.0021       17   7.7e+08       L18-0P(8)   16
324 2   19   0   1   0   910.820   0.00373118   1   7.44510e+08   L19-0R(0)   0
325 2   19   0   2   1   911.480   0.00249106   9   7.48940e+08   L19-0R(1)   1
326 2   19   0   0   1   911.970   0.00132999   9   7.43820e+08   L19-0P(1)   2
327 2   19   0   3   2   912.950   0.00209924   5   7.58580e+08   L19-0R(2)   3
328 2   19   0   1   2   913.770   0.00157726   5   7.44510e+08   L19-0P(2)   4
329 2   19   0   4   3   915.210   0.00135620   21   7.79210e+08   L19-0R(3)   5
330 2   19   0   2   3   916.380   0.00179851   21   7.48940e+08   L19-0P(3)   6
331 2   19   0   5   4   918.150   4.47956e-05   9   9.62640e+08   L19-0R(4)   7
332 2   19   0   3   4   919.790   0.00217028   9   7.58580e+08   L19-0P(4)   8
333 2   19   0   6   5   922.470   0.00663388   33   8.60970e+08   L19-0R(5)   9
334 2   19   0   4   5   923.960   0.00282735   33   7.79210e+08   L19-0P(5)   10
335 2   19   0   7   6   927.050   0.00505467   13   7.72300e+08   L19-0R(6)   11
336 2   19   0   5   6   928.780   0.00558091   13   9.62640e+08   L19-0P(6)   12
337 2   19   0   8   7   932.440   0.00443180   45   7.53910e+08   L19-0R(7)   13
338 2   19   0   6   7   934.960   4.65674e-06   45   8.60970e+08   L19-0P(7)   14
339 2   19   0   9   8   938.579   0.0041       17   8.0e+08       L19-0R(8)   15
340 2   19   0   7   8   941.333   0.00045       17   8.0e+08       L19-0P(8)   16
341 2   20   0   1   0   904.700   0.00404933   1   7.21880e+08   L20-0R(0)   0
342 2   20   0   2   1   905.370   0.00266259   9   7.22500e+08   L20-0R(1)   1
343 2   20   0   0   1   905.820   0.00106609   9   7.19970e+08   L20-0P(1)   2
344 2   20   0   3   2   906.860   0.00258916   5   7.25970e+08   L20-0R(2)   3
345 2   20   0   1   2   907.610   0.00118558   5   7.21880e+08   L20-0P(2)   4
346 2   20   0   4   3   909.150   0.00254915   21   7.25000e+08   L20-0R(3)   5
347 2   20   0   2   3   910.210   0.00115334   21   7.22500e+08   L20-0P(3)   6
348 2   20   0   5   4   912.240   0.00243976   9   7.28920e+08   L20-0R(4)   7
349 2   20   0   3   4   913.600   0.00116791   9   7.25970e+08   L20-0P(4)   8
350 2   20   0   6   5   916.100   0.00237912   33   7.29260e+08   L20-0R(5)   9
351 2   20   0   4   5   917.780   0.00113653   33   7.25000e+08   L20-0P(5)   10
352 2   20   0   7   6   920.720   0.00219965   13   7.31660e+08   L20-0R(6)   11
353 2   20   0   5   6   922.720   0.00129607   13   7.28920e+08   L20-0P(6)   12
354 2   20   0   8   7   926.060   0.00145712   45   7.60050e+08   L20-0R(7)   13
355 2   20   0   6   7   928.410   0.00145591   45   7.29260e+08   L20-0P(7)   14
356 2   20   0   9   8   931.853   0.57e-06     17   7.2e+08   L20-0R(8)   15
357 2   20   0   7   8   934.815   0.0018       17   7.2e+08   L20-0P(8)   16
358 3   0   0   1   0   1008.55   0.0439184   1   1.17050e+09   W0-0R(0)   0
359 3   0   0   2   1   1008.50   0.0205847   9   1.17090e+09   W0-0R(1)   1
360 3   0   0   1   1   1009.77   0.0244582   9   1.18440e+09   W0-0Q(1)   2
361 3   0   0   3   2   1009.02   0.0155995   5   1.17430e+09   W0-0R(2)   3
362 3   0   0   2   2   1010.94   0.0245149   5   1.18430e+09   W0-0Q(2)   4
363 3   0   0   1   2   1012.17   0.00552928   5   1.17050e+09   W0-0P(2)   5
364 3   0   0   4   3   1010.13   0.0137675   21   1.16810e+09   W0-0R(3)   6
365 3   0   0   3   3   1012.68   0.0245994   21   1.18430e+09   W0-0Q(3)   7
366 3   0   0   2   3   1014.50   0.00826603   21   1.17090e+09   W0-0P(3)   8
367 3   0   0   5   4   1011.81   0.0138816   9   1.16370e+09   W0-0R(4)   9
368 3   0   0   4   4   1014.98   0.0231668   9   1.17420e+09   W0-0Q(4)   10
369 3   0   0   3   4   1017.38   0.00989681   9   1.17430e+09   W0-0P(4)   11
370 3   0   0   6   5   1014.24   0.0255164   33   9.53610e+08   W0-0R(5)   12
371 3   0   0   5   5   1017.83   0.0232971   33   1.17310e+09   W0-0Q(5)   13
372 3   0   0   4   5   1020.80   0.0108645   33   1.16810e+09   W0-0P(5)   14
373 3   1   0   1   0   985.630   0.0699083   1   1.15690e+09   W1-0R(0)   0
374 3   1   0   2   1   985.640   0.0339839   9   1.15690e+09   W1-0R(1)   1
375 3   1   0   1   1   986.800   0.0364971   9   1.15950e+09   W1-0Q(1)   2
376 3   1   0   3   2   986.240   0.0265397   5   1.14800e+09   W1-0R(2)   3
377 3   1   0   2   2   987.970   0.0365837   5   1.15950e+09   W1-0Q(2)   4
378 3   1   0   1   2   989.090   0.00809600   5   1.15690e+09   W1-0P(2)   5
379 3   1   0   4   3   987.450   0.0263125   21   1.13460e+09   W1-0R(3)   6
380 3   1   0   3   3   989.730   0.0367141   21   1.15940e+09   W1-0Q(3)   7
381 3   1   0   2   3   991.380   0.0115772   21   1.15690e+09   W1-0P(3)   8
382 3   1   0   5   4   988.870   0.000860061   9   9.46610e+08   W1-0R(4)   9
383 3   1   0   4   4   992.050   0.0368864   9   1.15930e+09   W1-0Q(4)   10
384 3   1   0   3   4   994.230   0.0138315   9   1.14800e+09   W1-0P(4)   11
385 3   1   0   6   5   991.370   0.0107963   33   1.13510e+09   W1-0R(5)   12
386 3   1   0   5   5   994.920   0.0371002   33   1.15820e+09   W1-0Q(5)   13
387 3   1   0   4   5   997.640   0.0134292   33   1.13460e+09   W1-0P(5)   14
388 3   2   0   1   0   964.980   0.0670097   1   1.12610e+09   W2-0R(0)   0
389 3   2   0   2   1   965.060   0.0349067   9   1.11700e+09   W2-0R(1)   1
390 3   2   0   1   1   966.090   0.0349812   9   1.13830e+09   W2-0Q(1)   2
391 3   2   0   3   2   965.790   0.0313237   5   1.03240e+09   W2-0R(2)   3
392 3   2   0   2   2   967.280   0.0350674   5   1.13820e+09   W2-0Q(2)   4
393 3   2   0   1   2   968.290   0.00725304   5   1.12610e+09   W2-0P(2)   5
394 3   2   0   4   3   966.780   0.00756674   21   1.03970e+09   W2-0R(3)   6
395 3   2   0   3   3   969.050   0.0351959   21   1.13710e+09   W2-0Q(3)   7
396 3   2   0   2   3   970.560   0.00978471   21   1.11700e+09   W2-0P(3)   8
397 3   2   0   5   4   968.660   0.0125509   9   1.11650e+09   W2-0R(4)   9
398 3   2   0   4   4   971.390   0.0353661   9   1.14590e+09   W2-0Q(4)   10
399 3   2   0   3   4   973.450   0.00696118   9   1.03240e+09   W2-0P(4)   11
400 3   2   0   6   5   971.070   0.0138672   33   1.10330e+09   W2-0R(5)   12
401 3   2   0   5   5   974.290   0.0355776   33   1.14560e+09   W2-0Q(5)   13
402 3   2   0   4   5   976.550   0.0222255   33   1.03970e+09   W2-0P(5)   14
403 3   3   0   1   0   946.420   0.0604282   1   9.00030e+08   W3-0R(0)   0
404 3   3   0   2   1   946.380   0.0127560   9   1.03550e+09   W3-0R(1)   1
405 3   3   0   1   1   947.420   0.0269138   9   1.11130e+09   W3-0Q(1)   2
406 3   3   0   3   2   947.110   0.0133674   5   1.08410e+09   W3-0R(2)   3
407 3   3   0   2   2   948.610   0.0269814   5   1.10990e+09   W3-0Q(2)   4
408 3   3   0   1   2   949.610   0.000892265   5   9.00030e+08   W3-0P(2)   5
409 3   3   0   4   3   948.420   0.0128303   21   1.10420e+09   W3-0R(3)   6
410 3   3   0   3   3   950.400   0.0270834   21   1.10730e+09   W3-0Q(3)   7
411 3   3   0   2   3   951.670   0.0126080   21   1.03550e+09   W3-0P(3)   8
412 3   3   0   5   4   950.310   0.0125763   9   1.09440e+09   W3-0R(4)   9
413 3   3   0   4   4   952.760   0.0272180   9   1.10450e+09   W3-0Q(4)   10
414 3   3   0   3   4   954.470   0.0138097   9   1.08410e+09   W3-0P(4)   11
415 3   3   0   6   5   952.800   0.0131895   33   1.07130e+09   W3-0R(5)   12
416 3   3   0   5   5   955.680   0.0273851   33   1.11140e+09   W3-0Q(5)   13
417 3   3   0   4   5   957.820   0.0146292   33   1.10420e+09   W3-0P(5)   14
418 3   4   0   1   0   929.530   0.0341972   1   1.09770e+09   W4-0R(0)   0
419 3   4   0   2   1   929.690   0.0157655   9   1.09570e+09   W4-0R(1)   1
420 3   4   0   1   1   930.580   0.0194741   9   1.10040e+09   W4-0Q(1)   2
421 3   4   0   3   2   930.450   0.0119927   5   1.09130e+09   W4-0R(2)   3
422 3   4   0   2   2   931.780   0.0195244   5   1.10000e+09   W4-0Q(2)   4
423 3   4   0   1   2   932.600   0.00477234   5   1.09770e+09   W4-0P(2)   5
424 3   4   0   4   3   931.810   0.0107112   21   1.07850e+09   W4-0R(3)   6
425 3   4   0   3   3   933.580   0.0195999   21   1.11150e+09   W4-0Q(3)   7
426 3   4   0   2   3   934.790   0.00711170   21   1.09570e+09   W4-0P(3)   8
427 3   4   0   5   4   933.790   0.0107049   9   1.05750e+09   W4-0R(4)   9
428 3   4   0   4   4   935.960   0.0197000   9   1.10190e+09   W4-0Q(4)   10
429 3   4   0   3   4   937.550   0.00840462   9   1.09130e+09   W4-0P(4)   11
430 3   4   0   6   5   936.460   0.0124302   33   9.28490e+08   W4-0R(5)   12
431 3   4   0   5   5   938.910   0.0198243   33   1.09910e+09   W4-0Q(5)   13
432 3   4   0   4   5   940.880   0.00901272   33   1.07850e+09   W4-0P(5)   14
433 3   5   0   1   0   914.400   0.0240676   1   1.08200e+09   W5-0R(0)   0
434 3   5   0   2   1   914.610   0.0114959   9   1.08800e+09   W5-0R(1)   1
435 3   5   0   1   1   915.400   0.0125627   9   1.08160e+09   W5-0Q(1)   2
436 3   5   0   3   2   915.430   0.00914621   5   1.07510e+09   W5-0R(2)   3
437 3   5   0   2   2   916.610   0.0125959   5   1.08220e+09   W5-0Q(2)   4
438 3   5   0   1   2   917.370   0.00295233   5   1.08200e+09   W5-0P(2)   5
439 3   5   0   4   3   916.880   0.00858825   21   1.03580e+09   W5-0R(3)   6
440 3   5   0   3   3   918.430   0.0126460   21   1.08290e+09   W5-0Q(3)   7
441 3   5   0   2   3   919.540   0.00434624   21   1.08800e+09   W5-0P(3)   8
442 3   5   0   5   4   919.050   0.00928623   9   8.60280e+08   W5-0R(4)   9
443 3   5   0   4   4   920.830   0.0127121   9   1.08350e+09   W5-0Q(4)   10
444 3   5   0   3   4   922.300   0.00505859   9   1.07510e+09   W5-0P(4)   11
445 3   5   0   6   5   921.220   0.00240579   33   9.51710e+08   W5-0R(5)   12
446 3   5   0   5   5   923.820   0.0127948   33   1.07500e+09   W5-0Q(5)   13
447 3   5   0   4   5   925.660   0.00493981   33   1.03580e+09   W5-0P(5)   14
448 3   6   0   1   0   900.800   0.0164229   1   1.07020e+09   W6-0R(0)   0
449 3   6   0   2   1   901.060   0.00811476   9   1.05990e+09   W6-0R(1)   1
450 3   6   0   1   1   901.770   0.00853393   9   1.08310e+09   W6-0Q(1)   2
451 3   6   0   3   2   901.970   0.00700093   5   1.01600e+09   W6-0R(2)   3
452 3   6   0   2   2   903.000   0.00855723   5   1.07390e+09   W6-0Q(2)   4
453 3   6   0   1   2   903.680   0.00176300   5   1.07020e+09   W6-0P(2)   5
454 3   6   0   4   3   903.660   0.00661094   21   6.99690e+08   W6-0R(3)   6
455 3   6   0   3   3   904.830   0.00859195   21   1.07320e+09   W6-0Q(3)   7
456 3   6   0   2   3   905.850   0.00246038   21   1.05990e+09   W6-0P(3)   8
457 3   6   0   5   4   905.310   0.00225266   9   9.73320e+08   W6-0R(4)   9
458 3   6   0   4   4   907.260   0.00851476   9   1.07140e+09   W6-0Q(4)   10
459 3   6   0   3   4   908.640   0.00240679   9   1.01600e+09   W6-0P(4)   11
460 3   6   0   6   5   908.050   0.00306796   33   1.01560e+09   W6-0R(5)   12
461 3   6   0   5   5   910.280   0.00857154   33   1.07360e+09   W6-0Q(5)   13
462 3   6   0   4   5   912.190   0.000683841   33   6.99690e+08   W6-0P(5)   14
463 2   0   1   1   0   1161.69   0.0127462   1   1.85660e+09   L0-1R(0)   0
464 2   0   1   0   1   1163.74   0.00433142   9   1.88090e+09   L0-1P(1)   1
465 2   0   1   2   1   1162.17   0.00843699   9   1.85630e+09   L0-1R(1)   2
466 2   0   1   1   2   1166.26   0.00526102   5   1.85660e+09   L0-1P(2)   3
467 2   0   1   3   2   1163.64   0.00738921   5   1.85130e+09   L0-1R(2)   4
468 2   0   1   2   3   1169.75   0.00556803   21   1.85630e+09   L0-1P(3)   5
469 2   0   1   4   3   1166.11   0.00655274   21   1.84180e+09   L0-1R(3)   6
470 2   0   1   3   4   1174.21   0.00578774   9   1.85130e+09   L0-1P(4)   7
471 2   0   1   5   4   1169.56   0.00626606   9   1.81820e+09   L0-1R(4)   8
472 2   0   1   4   5   1179.63   0.00580337   33   1.84180e+09   L0-1P(5)   9
473 2   0   1   6   5   1173.98   0.00586061   33   1.82420e+09   L0-1R(5)   10
474 2   0   1   5   6   1185.97   0.00570961   13   1.81820e+09   L0-1P(6)   11
475 2   0   1   7   6   1179.35   0.00553377   13   1.80500e+09   L0-1R(6)   12
476 2   0   1   6   7   1193.22   0.00573475   45   1.82420e+09   L0-1P(7)   13
477 2   0   1   8   7   1185.66   0.00501599   45   1.76470e+09   L0-1R(7)   14
478 2   1   1   1   0   1144.20   0.0312076   1   1.74950e+09   L1-1R(0)   0
479 2   1   1   0   1   1146.16   0.0105039   9   1.74170e+09   L1-1P(1)   1
480 2   1   1   2   1   1144.71   0.0206272   9   1.74140e+09   L1-1R(1)   2
481 2   1   1   1   2   1148.62   0.0130544   5   1.74950e+09   L1-1P(2)   3
482 2   1   1   3   2   1146.21   0.0181995   5   1.73270e+09   L1-1R(2)   4
483 2   1   1   2   3   1152.06   0.0133601   21   1.74140e+09   L1-1P(3)   5
484 2   1   1   4   3   1148.70   0.0170409   21   1.70900e+09   L1-1R(3)   6
485 2   1   1   3   4   1156.47   0.0138795   9   1.73270e+09   L1-1P(4)   7
486 2   1   1   5   4   1152.17   0.0162974   9   1.70390e+09   L1-1R(4)   8
487 2   1   1   4   5   1161.82   0.0140736   33   1.70900e+09   L1-1P(5)   9
488 2   1   1   6   5   1156.59   0.0154057   33   1.69470e+09   L1-1R(5)   10
489 2   1   1   5   6   1168.09   0.0140200   13   1.70390e+09   L1-1P(6)   11
490 2   1   1   7   6   1161.95   0.0149473   13   1.68640e+09   L1-1R(6)   12
491 2   1   1   6   7   1175.26   0.0139983   45   1.69470e+09   L1-1P(7)   13
492 2   1   1   8   7   1168.24   0.0141453   45   1.65430e+09   L1-1R(7)   14
493 2   2   1   1   0   1127.68   0.0428957   1   1.62790e+09   L2-1R(0)   0
494 2   2   1   0   1   1129.57   0.0140277   9   1.62790e+09   L2-1P(1)   1
495 2   2   1   2   1   1128.22   0.0286245   9   1.62540e+09   L2-1R(1)   2
496 2   2   1   1   2   1131.98   0.0172894   5   1.62790e+09   L2-1P(2)   3
497 2   2   1   3   2   1129.75   0.0259851   5   1.61710e+09   L2-1R(2)   4
498 2   2   1   2   3   1135.37   0.0179453   21   1.62540e+09   L2-1P(3)   5
499 2   2   1   4   3   1132.24   0.0247105   21   1.59640e+09   L2-1R(3)   6
500 2   2   1   3   4   1139.71   0.0181754   9   1.61710e+09   L2-1P(4)   7
501 2   2   1   5   4   1135.71   0.0236344   9   1.59270e+09   L2-1R(4)   8
502 2   2   1   4   5   1144.98   0.0192969   33   1.59640e+09   L2-1P(5)   9
503 2   2   1   6   5   1140.12   0.0230309   33   1.58490e+09   L2-1R(5)   10
504 2   2   1   5   6   1151.17   0.0184919   13   1.59270e+09   L2-1P(6)   11
505 2   2   1   7   6   1145.45   0.0226965   13   1.57640e+09   L2-1R(6)   12
506 2   2   1   6   7   1158.26   0.0191742   45   1.58490e+09   L2-1P(7)   13
507 2   2   1   8   7   1151.70   0.0223116   45   1.55690e+09   L2-1R(7)   14
508 2   3   1   1   0   1112.07   0.0439412   1   1.53430e+09   L3-1R(0)   0
509 2   3   1   0   1   1113.88   0.0142608   9   1.53660e+09   L3-1P(1)   1
510 2   3   1   2   1   1112.63   0.0296948   9   1.53250e+09   L3-1R(1)   2
511 2   3   1   1   2   1116.25   0.0168122   5   1.53430e+09   L3-1P(2)   3
512 2   3   1   3   2   1114.16   0.0260545   5   1.50880e+09   L3-1R(2)   4
513 2   3   1   2   3   1119.57   0.0174493   21   1.53250e+09   L3-1P(3)   5
514 2   3   1   4   3   1116.66   0.0264386   21   1.52140e+09   L3-1R(3)   6
515 2   3   1   3   4   1123.85   0.0176731   9   1.50880e+09   L3-1P(4)   7
516 2   3   1   5   4   1120.11   0.0252885   9   1.50470e+09   L3-1R(4)   8
517 2   3   1   4   5   1129.05   0.0187636   33   1.52140e+09   L3-1P(5)   9
518 2   3   1   6   5   1124.50   0.0246446   33   1.49640e+09   L3-1R(5)   10
519 2   3   1   5   6   1135.15   0.0179808   13   1.50470e+09   L3-1P(6)   11
520 2   3   1   7   6   1129.80   0.0242886   13   1.47490e+09   L3-1R(6)   12
521 2   3   1   6   7   1142.14   0.0186442   45   1.49640e+09   L3-1P(7)   13
522 2   3   1   8   7   1136.00   0.0263121   45   1.47590e+09   L3-1R(7)   14
523 2   4   1   1   0   1097.28   0.0357404   1   1.45800e+09   L4-1R(0)   0
524 2   4   1   0   1   1099.03   0.0114686   9   1.45410e+09   L4-1P(1)   1
525 2   4   1   2   1   1097.86   0.0243942   9   1.44480e+09   L4-1R(1)   2
526 2   4   1   1   2   1101.35   0.0130931   5   1.45800e+09   L4-1P(2)   3
527 2   4   1   3   2   1099.40   0.0225782   5   1.43850e+09   L4-1R(2)   4
528 2   4   1   2   3   1104.62   0.0143731   21   1.44480e+09   L4-1P(3)   5
529 2   4   1   4   3   1101.89   0.0222333   21   1.43770e+09   L4-1R(3)   6
530 2   4   1   3   4   1108.83   0.0141932   9   1.43850e+09   L4-1P(4)   7
531 2   4   1   5   4   1105.33   0.0221630   9   1.42670e+09   L4-1R(4)   8
532 2   4   1   4   5   1113.95   0.0143077   33   1.43770e+09   L4-1P(5)   9
533 2   4   1   6   5   1109.69   0.0218179   33   1.40410e+09   L4-1R(5)   10
534 2   4   1   5   6   1119.97   0.0144798   13   1.42670e+09   L4-1P(6)   11
535 2   4   1   7   6   1114.96   0.0236548   13   1.40370e+09   L4-1R(6)   12
536 2   4   1   6   7   1126.87   0.0146842   45   1.40410e+09   L4-1P(7)   13
537 2   4   1   8   7   1121.11   0.0234913   45   1.38100e+09   L4-1R(7)   14
538 2   5   1   1   0   1083.27   0.0237502   1   1.36520e+09   L5-1R(0)   0
539 2   5   1   0   1   1084.96   0.00705906   9   1.36860e+09   L5-1P(1)   1
540 2   5   1   2   1   1083.86   0.0167313   9   1.36730e+09   L5-1R(1)   2
541 2   5   1   1   2   1087.23   0.00840003   5   1.36520e+09   L5-1P(2)   3
542 2   5   1   3   2   1085.40   0.0158251   5   1.35500e+09   L5-1R(2)   4
543 2   5   1   2   3   1090.45   0.00878602   21   1.36730e+09   L5-1P(3)   5
544 2   5   1   4   3   1087.89   0.0157407   21   1.34990e+09   L5-1R(3)   6
545 2   5   1   3   4   1094.59   0.00880154   9   1.35500e+09   L5-1P(4)   7
546 2   5   1   5   4   1091.31   0.0161487   9   1.34050e+09   L5-1R(4)   8
547 2   5   1   4   5   1099.64   0.00889942   33   1.34990e+09   L5-1P(5)   9
548 2   5   1   6   5   1095.64   0.0165898   33   1.32930e+09   L5-1R(5)   10
549 2   5   1   5   6   1105.58   0.00899326   13   1.34050e+09   L5-1P(6)   11
550 2   5   1   7   6   1100.87   0.0171907   13   1.29610e+09   L5-1R(6)   12
551 2   5   1   6   7   1112.38   0.00916416   45   1.32930e+09   L5-1P(7)   13
552 2   5   1   8   7   1106.97   0.0179055   45   1.27480e+09   L5-1R(7)   14
553 2   6   1   1   0   1069.98   0.0128728   1   1.29750e+09   L6-1R(0)   0
554 2   6   1   0   1   1071.62   0.00378760   9   1.29330e+09   L6-1P(1)   1
555 2   6   1   2   1   1070.58   0.00945062   9   1.29200e+09   L6-1R(1)   2
556 2   6   1   1   2   1073.85   0.00425287   5   1.29750e+09   L6-1P(2)   3
557 2   6   1   3   2   1072.13   0.00916782   5   1.26910e+09   L6-1R(2)   4
558 2   6   1   2   3   1077.01   0.00422328   21   1.29200e+09   L6-1P(3)   5
559 2   6   1   4   3   1074.61   0.00934878   21   1.22430e+09   L6-1R(3)   6
560 2   6   1   3   4   1081.09   0.00422474   9   1.26910e+09   L6-1P(4)   7
561 2   6   1   5   4   1078.01   0.00979520   9   1.19130e+09   L6-1R(4)   8
562 2   6   1   4   5   1086.07   0.00419588   33   1.22430e+09   L6-1P(5)   9
563 2   6   1   6   5   1082.31   0.0103773   33   1.14880e+09   L6-1R(5)   10
564 2   6   1   5   6   1091.93   0.00423503   13   1.19130e+09   L6-1P(6)   11
565 2   6   1   7   6   1087.49   0.0110472   13   1.13100e+09   L6-1R(6)   12
566 2   6   1   6   7   1098.64   0.00423435   45   1.14880e+09   L6-1P(7)   13
567 2   6   1   8   7   1093.54   0.0115814   45   1.10990e+09   L6-1R(7)   14
568 2   7   1   1   0   1057.37   0.00603415   1   1.24320e+09   L7-1R(0)   0
569 2   7   1   0   1   1058.96   0.00140100   9   1.23790e+09   L7-1P(1)   1
570 2   7   1   2   1   1057.99   0.00447498   9   1.24810e+09   L7-1R(1)   2
571 2   7   1   1   2   1061.15   0.00141805   5   1.24320e+09   L7-1P(2)   3
572 2   7   1   3   2   1059.53   0.00471242   5   1.25870e+09   L7-1R(2)   4
573 2   7   1   2   3   1064.27   0.00121293   21   1.24810e+09   L7-1P(3)   5
574 2   7   1   4   3   1062.00   0.00478273   21   1.25060e+09   L7-1R(3)   6
575 2   7   1   3   4   1068.29   0.00114444   9   1.25870e+09   L7-1P(4)   7
576 2   7   1   5   4   1065.38   0.00519947   9   1.24610e+09   L7-1R(4)   8
577 2   7   1   4   5   1073.20   0.00110196   33   1.25060e+09   L7-1P(5)   9
578 2   7   1   6   5   1069.65   0.00547340   33   1.21640e+09   L7-1R(5)   10
579 2   7   1   5   6   1078.98   0.00109287   13   1.24610e+09   L7-1P(6)   11
580 2   7   1   7   6   1074.79   0.00599482   13   1.06980e+09   L7-1R(6)   12
581 2   7   1   6   7   1085.60   0.00111783   45   1.21640e+09   L7-1P(7)   13
582 2   7   1   8   7   1080.79   0.00635111   45   1.06390e+09   L7-1R(7)   14
583 2   8   1   1   0   1045.40   0.000933898   1   1.14780e+09   L8-1R(0)   0
584 2   8   1   0   1   1046.94   0.000235532   9   1.16920e+09   L8-1P(1)   1
585 2   8   1   2   1   1046.02   0.000683484   9   1.12710e+09   L8-1R(1)   2
586 2   8   1   1   2   1049.09   0.000257401   5   1.14780e+09   L8-1P(2)   3
587 2   8   1   3   2   1047.56   0.000667949   5   1.08810e+09   L8-1R(2)   4
588 2   8   1   2   3   1052.16   0.000272661   21   1.12710e+09   L8-1P(3)   5
589 2   8   1   4   3   1050.01   0.000595044   21   1.04720e+09   L8-1R(3)   6
590 2   8   1   3   4   1056.12   0.000312142   9   1.08810e+09   L8-1P(4)   7
591 2   8   1   5   4   1053.35   0.000284632   9   1.04070e+09   L8-1R(4)   8
592 2   8   1   4   5   1060.96   0.000441832   33   1.04720e+09   L8-1P(5)   9
593 2   8   1   6   5   1057.37   0.00693318   33   1.22410e+09   L8-1R(5)   10
594 2   8   1   5   6   1066.64   0.000995850   13   1.04070e+09   L8-1P(6)   11
595 2   8   1   7   6   1062.76   0.00429834   13   9.84440e+08   L8-1R(6)   12
596 2   8   1   6   7   1072.95   0.0164537   45   1.22410e+09   L8-1P(7)   13
597 2   8   1   8   7   1068.68   0.00349289   45   9.92150e+08   L8-1R(7)   14
598 2   9   1   1   0   1034.03   1.58694e-06   1   1.12450e+09   L9-1R(0)   0
599 2   9   1   0   1   1035.53   1.44686e-05   9   1.12870e+09   L9-1P(1)   1
600 2   9   1   2   1   1034.66   1.57818e-05   9   1.12400e+09   L9-1R(1)   2
601 2   9   1   1   2   1037.64   3.97089e-05   5   1.12450e+09   L9-1P(2)   3
602 2   9   1   3   2   1036.21   3.83118e-05   5   1.11820e+09   L9-1R(2)   4
603 2   9   1   2   3   1040.67   6.84242e-05   21   1.12400e+09   L9-1P(3)   5
604 2   9   1   4   3   1038.65   7.07003e-05   21   1.10400e+09   L9-1R(3)   6
605 2   9   1   3   4   1044.58   9.03352e-05   9   1.11820e+09   L9-1P(4)   7
606 2   9   1   5   4   1041.98   0.000107429   9   1.10280e+09   L9-1R(4)   8
607 2   9   1   4   5   1049.36   9.86010e-05   33   1.10400e+09   L9-1P(5)   9
608 2   9   1   6   5   1046.19   0.000149321   33   1.09550e+09   L9-1R(5)   10
609 2   9   1   5   6   1054.99   9.31858e-05   13   1.10280e+09   L9-1P(6)   11
610 2   9   1   7   6   1051.25   0.000191170   13   1.08730e+09   L9-1R(6)   12
611 2   9   1   6   7   1061.44   7.31935e-05   45   1.09550e+09   L9-1P(7)   13
612 2   9   1   8   7   1057.14   0.000208869   45   1.08860e+09   L9-1R(7)   14
613 2   10   1   1   0   1023.22   0.00127140   1   1.07380e+09   L10-1R(0)   0
614 2   10   1   0   1   1024.68   0.000377787   9   1.06880e+09   L10-1P(1)   1
615 2   10   1   2   1   1023.85   0.000916746   9   1.07250e+09   L10-1R(1)   2
616 2   10   1   1   2   1026.76   0.000417255   5   1.07380e+09   L10-1P(2)   3
617 2   10   1   3   2   1025.38   0.00101511   5   1.07210e+09   L10-1R(2)   4
618 2   10   1   2   3   1029.73   0.000374707   21   1.07250e+09   L10-1P(3)   5
619 2   10   1   4   3   1027.77   0.00179176   21   1.07350e+09   L10-1R(3)   6
620 2   10   1   3   4   1033.58   0.000236677   9   1.07210e+09   L10-1P(4)   7
621 2   10   1   5   4   1031.43   0.00428857   9   1.25550e+09   L10-1R(4)   8
622 2   10   1   4   5   1038.26   1.09749e-05   33   1.07350e+09   L10-1P(5)   9
