Proba d'emission (C+)-X  en s-1
  vu      ju      vl      jl

  0       1       0       0      0.372285D+08
  1       1       0       0      0.693505D+08
  2       1       0       0      0.782510D+08
  3       1       0       0      0.703485D+08
  0       1       1       0      0.110106D+09
  1       1       1       0      0.724485D+08
  2       1       1       0      0.165240D+08
  3       1       1       0      0.483137D+03
  0       1       2       0      0.131133D+09
  1       1       2       0      0.193325D+07
  2       1       2       0      0.270091D+08
  3       1       2       0      0.453632D+08
  0       1       3       0      0.814435D+08
  1       1       3       0      0.469008D+08
  2       1       3       0      0.483201D+08
  3       1       3       0      0.190823D+07
  0       1       4       0      0.284308D+08
  1       1       4       0      0.104909D+09
  2       1       4       0      0.104015D+06
  3       1       4       0      0.407782D+08
  0       1       5       0      0.556090D+07
  1       1       5       0      0.696400D+08
  2       1       5       0      0.657945D+08
  3       1       5       0      0.199175D+08
  0       1       6       0      0.563210D+06
  1       1       6       0      0.203578D+08
  2       1       6       0      0.965275D+08
  3       1       6       0      0.197574D+08
  0       1       7       0      0.234752D+05
  1       1       7       0      0.264689D+07
  2       1       7       0      0.425960D+08
  3       1       7       0      0.979335D+08
  0       1       8       0      0.156919D+03
  1       1       8       0      0.118489D+06
  2       1       8       0      0.693810D+07
  3       1       8       0      0.671225D+08
  0       1       9       0      0.436824D+01
  1       1       9       0      0.381072D+03
  2       1       9       0      0.307758D+06
  3       1       9       0      0.133223D+08
  0       1      10       0      0.154027D+01
  1       1      10       0      0.407743D+02
  2       1      10       0      0.298168D+02
  3       1      10       0      0.516035D+06
  0       1      11       0      0.220253D+01
  1       1      11       0      0.230982D-02
  2       1      11       0      0.219562D+03
  3       1      11       0      0.269420D+04
  0       1      12       0      0.309098D+00
  1       1      12       0      0.390744D-01
  2       1      12       0      0.567550D+01
  3       1      12       0      0.481050D+03
  0       1      13       0      0.557245D+00
  1       1      13       0      0.248942D+00
  2       1      13       0      0.271477D-01
  3       1      13       0      0.804750D+02
  0       1      14       0      0.118016D-01
  1       1      14       0      0.133265D-01
  2       1      14       0      0.174255D+00
  3       1      14       0      0.474759D+01
  0       1      15       0      0.208655D+00
  1       1      15       0      0.264505D-01
  2       1      15       0      0.218833D-01
  3       1      15       0      0.152734D-02
  0       1      16       0      0.129841D+00
  1       1      16       0      0.219264D-01
  2       1      16       0      0.609725D-03
  3       1      16       0      0.592670D-01
  0       1      17       0      0.114754D-01
  1       1      17       0      0.188805D-02
  2       1      17       0      0.372373D-03
  3       1      17       0      0.716430D-02
  4       1       0       0      0.558260D+08
  5       1       0       0      0.411746D+08
  6       1       0       0      0.290852D+08
  7       1       0       0      0.200645D+08
  4       1       1       0      0.837250D+07
  5       1       1       0      0.207958D+08
  6       1       1       0      0.282071D+08
  7       1       1       0      0.297845D+08
  4       1       2       0      0.282901D+08
  5       1       2       0      0.830485D+07
  6       1       2       0      0.265903D+06
  7       1       2       0      0.179468D+07
  4       1       3       0      0.102159D+08
  5       1       3       0      0.267521D+08
  6       1       3       0      0.259870D+08
  7       1       3       0      0.154544D+08
  4       1       4       0      0.281549D+08
  5       1       4       0      0.234513D+07
  6       1       4       0      0.335647D+07
  7       1       4       0      0.140982D+08
  4       1       5       0      0.754280D+07
  5       1       5       0      0.307801D+08
  6       1       5       0      0.198110D+08
  7       1       5       0      0.336505D+07
  4       1       6       0      0.422610D+08
  5       1       6       0      0.157378D+07
  6       1       6       0      0.107017D+08
  7       1       6       0      0.226243D+08
  4       1       7       0      0.413150D+06
  5       1       7       0      0.379383D+08
  6       1       7       0      0.163056D+08
  7       1       7       0      0.262652D+05
  4       1       8       0      0.802595D+08
  5       1       8       0      0.595655D+07
  6       1       8       0      0.189040D+08
  7       1       8       0      0.260491D+08
  4       1       9       0      0.893485D+08
  5       1       9       0      0.564520D+08
  6       1       9       0      0.198426D+08
  7       1       9       0      0.402332D+07
  4       1      10       0      0.207719D+08
  5       1      10       0      0.107658D+09
  6       1      10       0      0.365063D+08
  7       1      10       0      0.293213D+08
  4       1      11       0      0.548685D+06
  5       1      11       0      0.274381D+08
  6       1      11       0      0.123686D+09
  7       1      11       0      0.245592D+08
  4       1      12       0      0.286598D+05
  5       1      12       0      0.253350D+06
  6       1      12       0      0.306488D+08
  7       1      12       0      0.140718D+09
  4       1      13       0      0.527495D+02
  5       1      13       0      0.106291D+06
  6       1      13       0      0.151884D+05
  7       1      13       0      0.267107D+08
  4       1      14       0      0.281456D+03
  5       1      14       0      0.424299D+04
  6       1      14       0      0.160361D+06
  7       1      14       0      0.140225D+07
  4       1      15       0      0.791925D+02
  5       1      15       0      0.180181D+01
  6       1      15       0      0.418944D+05
  7       1      15       0      0.778285D+04
  4       1      16       0      0.155464D+02
  5       1      16       0      0.870680D+02
  6       1      16       0      0.685610D+04
  7       1      16       0      0.420720D+05
  4       1      17       0      0.980815D+00
  5       1      17       0      0.108660D+02
  6       1      17       0      0.385686D+03
  7       1      17       0      0.468732D+04
  8       1       0       0      0.136873D+08
  9       1       0       0      0.930380D+07
 10       1       0       0      0.632830D+07
 11       1       0       0      0.430955D+07
  8       1       1       0      0.275168D+08
  9       1       1       0      0.234687D+08
 10       1       1       0      0.190124D+08
 11       1       1       0      0.148461D+08
  8       1       2       0      0.677915D+07
  9       1       2       0      0.112253D+08
 10       1       2       0      0.136748D+08
 11       1       2       0      0.141122D+08
  8       1       3       0      0.581295D+07
  9       1       3       0      0.931140D+06
 10       1       3       0      0.451992D+05
 11       1       3       0      0.113518D+07
  8       1       4       0      0.187836D+08
  9       1       4       0      0.161797D+08
 10       1       4       0      0.106362D+08
 11       1       4       0      0.560210D+07
  8       1       5       0      0.427683D+06
  9       1       5       0      0.553345D+07
 10       1       5       0      0.102628D+08
 11       1       5       0      0.115549D+08
  8       1       6       0      0.157204D+08
  9       1       6       0      0.492993D+07
 10       1       6       0      0.203381D+06
 11       1       6       0      0.822170D+06
  8       1       7       0      0.939865D+07
  9       1       7       0      0.162131D+08
 10       1       7       0      0.130396D+08
 11       1       7       0      0.657635D+07
  8       1       8       0      0.598190D+07
  9       1       8       0      0.303449D+06
 10       1       8       0      0.623420D+07
 11       1       8       0      0.105224D+08
  8       1       9       0      0.219234D+08
  9       1       9       0      0.149698D+08
 10       1       9       0      0.289306D+07
 11       1       9       0      0.107472D+06
  8       1      10       0      0.260673D+05
  9       1      10       0      0.112084D+08
 10       1      10       0      0.162587D+08
 11       1      10       0      0.915415D+07
  8       1      11       0      0.306445D+08
  9       1      11       0      0.310446D+07
 10       1      11       0      0.294894D+07
 11       1      11       0      0.106176D+08
  8       1      12       0      0.212634D+08
  9       1      12       0      0.255891D+08
 10       1      12       0      0.720600D+07
 11       1      12       0      0.698000D+05
  8       1      13       0      0.160395D+09
  9       1      13       0      0.288543D+08
 10       1      13       0      0.166168D+08
 11       1      13       0      0.914910D+07
  8       1      14       0      0.129732D+08
  9       1      14       0      0.173588D+09
 10       1      14       0      0.579330D+08
 11       1      14       0      0.522905D+07
  8       1      15       0      0.518830D+07
  9       1      15       0      0.190614D+05
 10       1      15       0      0.141191D+09
 11       1      15       0      0.125356D+09
  8       1      16       0      0.700635D+06
  9       1      16       0      0.317002D+07
 10       1      16       0      0.199600D+08
 11       1      16       0      0.293098D+08
  8       1      17       0      0.327994D+05
  9       1      17       0      0.363454D+06
 10       1      17       0      0.750730D+06
 11       1      17       0      0.493124D+07
 12       1       0       0      0.293013D+07
 13       1       0       0      0.196622D+07
 14       1       0       0      0.126178D+07
 15       1       0       0      0.684640D+06
 12       1       1       0      0.112399D+08
 13       1       1       0      0.819870D+07
 14       1       1       0      0.559895D+07
 15       1       1       0      0.316671D+07
 12       1       2       0      0.130521D+08
 13       1       2       0      0.110154D+08
 14       1       2       0      0.834630D+07
 15       1       2       0      0.504920D+07
 12       1       3       0      0.257576D+07
 13       1       3       0      0.347356D+07
 14       1       3       0      0.348032D+07
 15       1       3       0      0.247892D+07
 12       1       4       0      0.234229D+07
 13       1       4       0      0.721060D+06
 14       1       4       0      0.131811D+06
 15       1       4       0      0.656535D+04
 12       1       5       0      0.101063D+08
 13       1       5       0      0.750280D+07
 14       1       5       0      0.486255D+07
 15       1       5       0      0.255422D+07
 12       1       6       0      0.304631D+07
 13       1       6       0      0.447600D+07
 14       1       6       0      0.444204D+07
 15       1       6       0      0.305949D+07
 12       1       7       0      0.204021D+07
 13       1       7       0      0.244519D+06
 14       1       7       0      0.144154D+05
 15       1       7       0      0.144700D+06
 12       1       8       0      0.989975D+07
 13       1       8       0      0.685315D+07
 14       1       8       0      0.384125D+07
 15       1       8       0      0.171305D+07
 12       1       9       0      0.269062D+07
 13       1       9       0      0.490372D+07
 14       1       9       0      0.496599D+07
 15       1       9       0      0.331609D+07
 12       1      10       0      0.238072D+07
 13       1      10       0      0.801125D+05
 14       1      10       0      0.246457D+06
 15       1      10       0      0.565775D+06
 12       1      11       0      0.105772D+08
 13       1      11       0      0.628595D+07
 14       1      11       0      0.265190D+07
 15       1      11       0      0.823865D+06
 12       1      12       0      0.413021D+07
 13       1      12       0      0.675215D+07
 14       1      12       0      0.577895D+07
 15       1      12       0      0.328723D+07
 12       1      13       0      0.545230D+06
 13       1      13       0      0.654755D+06
 14       1      13       0      0.223439D+07
 15       1      13       0      0.215401D+07
 12       1      14       0      0.950385D+07
 13       1      14       0      0.140331D+07
 14       1      14       0      0.757920D+04
 15       1      14       0      0.174110D+06
 12       1      15       0      0.177714D+07
 13       1      15       0      0.135614D+08
 14       1      15       0      0.865030D+06
 15       1      15       0      0.229668D+06
 12       1      16       0      0.160343D+09
 13       1      16       0      0.583470D+08
 14       1      16       0      0.540705D+08
 15       1      16       0      0.199171D+07
 12       1      17       0      0.616025D+07
 13       1      17       0      0.297646D+07
 14       1      17       0      0.222194D+08
 15       1      17       0      0.106339D+09
  0       1       0       2      0.193510D+08
  1       1       0       2      0.354936D+08
  2       1       0       2      0.394791D+08
  3       1       0       2      0.350304D+08
  0       1       1       2      0.560105D+08
  1       1       1       2      0.353334D+08
  2       1       1       2      0.733805D+07
  3       1       1       2      0.402717D+05
  0       1       2       2      0.652225D+08
  1       1       2       2      0.599080D+06
  2       1       2       2      0.146675D+08
  3       1       2       2      0.227927D+08
  0       1       3       2      0.395409D+08
  1       1       3       2      0.251130D+08
  2       1       3       2      0.232107D+08
  3       1       3       2      0.557160D+06
  0       1       4       2      0.134355D+08
  1       1       4       2      0.525905D+08
  2       1       4       2      0.238522D+06
  3       1       4       2      0.213111D+08
  0       1       5       2      0.254517D+07
  1       1       5       2      0.335423D+08
  2       1       5       2      0.347122D+08
  3       1       5       2      0.864055D+07
  0       1       6       2      0.247211D+06
  1       1       6       2      0.942740D+07
  2       1       6       2      0.475732D+08
  3       1       6       2      0.116838D+08
  0       1       7       2      0.963455D+04
  1       1       7       2      0.116722D+07
  2       1       7       2      0.199730D+08
  3       1       7       2      0.496778D+08
  0       1       8       2      0.516385D+02
  1       1       8       2      0.481362D+05
  2       1       8       2      0.306966D+07
  3       1       8       2      0.318900D+08
  0       1       9       2      0.221623D+01
