Proba d'emission B-X
  vu      ju      vl      jl     Proba d'emission(s-1)
 17       5      14       6      0.155478D+07
 18       5      14       6      0.218693D+06
 19       5      14       6      0.343475D+07
 16       5      15       6      0.980867D+07
 17       5      15       6      0.357885D+07
 18       5      15       6      0.951143D+06
 19       5      15       6      0.266207D+06
 20       5       0       6      0.190667D+08
 21       5       0       6      0.158974D+08
 22       5       0       6      0.132347D+08
 23       5       0       6      0.110087D+08
 20       5       1       6      0.333576D+08
 21       5       1       6      0.318437D+08
 22       5       1       6      0.298753D+08
 23       5       1       6      0.276401D+08
 20       5       2       6      0.620976D+07
 21       5       2       6      0.927316D+07
 22       5       2       6      0.121257D+08
 23       5       2       6      0.145532D+08
 20       5       3       6      0.805356D+07
 21       5       3       6      0.416983D+07
 22       5       3       6      0.161515D+07
 23       5       3       6      0.299406D+06
 20       5       4       6      0.216993D+08
 21       5       4       6      0.212872D+08
 22       5       4       6      0.193016D+08
 23       5       4       6      0.163406D+08
 20       5       5       6      0.124280D+07
 21       5       5       6      0.426538D+07
 22       5       5       6      0.790515D+07
 23       5       5       6      0.112480D+08
 20       5       6       6      0.123013D+08
 21       5       6       6      0.670336D+07
 22       5       6       6      0.258236D+07
 23       5       6       6      0.407380D+06
 20       5       7       6      0.157646D+08
 21       5       7       6      0.178502D+08
 22       5       7       6      0.171104D+08
 23       5       7       6      0.142951D+08
 20       5       8       6      0.178687D+05
 21       5       8       6      0.197449D+07
 22       5       8       6      0.584325D+07
 23       5       8       6      0.981421D+07
 20       5       9       6      0.127690D+08
 21       5       9       6      0.666527D+07
 22       5       9       6      0.205843D+07
 23       5       9       6      0.780599D+05
 20       5      10       6      0.131738D+08
 21       5      10       6      0.152913D+08
 22       5      10       6      0.137612D+08
 23       5      10       6      0.991109D+07
 20       5      11       6      0.454178D+06
 21       5      11       6      0.394283D+07
 22       5      11       6      0.839222D+07
 23       5      11       6      0.113962D+08
 20       5      12       6      0.532548D+07
 21       5      12       6      0.959803D+06
 22       5      12       6      0.116044D+06
 23       5      12       6      0.217161D+07
 20       5      13       6      0.112970D+08
 21       5      13       6      0.775228D+07
 22       5      13       6      0.338754D+07
 23       5      13       6      0.557307D+06
 20       5      14       6      0.720560D+07
 21       5      14       6      0.850208D+07
 22       5      14       6      0.695681D+07
 23       5      14       6      0.400211D+07
 20       5      15       6      0.203906D+07
 21       5      15       6      0.454364D+07
 22       5      15       6      0.515016D+07
 23       5      15       6      0.445776D+07
 24       5       0       6      0.915456D+07
 25       5       0       6      0.761399D+07
 26       5       0       6      0.633636D+07
 27       5       0       6      0.527786D+07
 24       5       1       6      0.252853D+08
 25       5       1       6      0.229195D+08
 26       5       1       6      0.206203D+08
 27       5       1       6      0.184384D+08
 24       5       2       6      0.164506D+08
 25       5       2       6      0.177910D+08
 26       5       2       6      0.186003D+08
 27       5       2       6      0.189351D+08
 24       5       3       6      0.131521D+05
 25       5       3       6      0.499403D+06
 26       5       3       6      0.150208D+07
 27       5       3       6      0.279431D+07
 24       5       4       6      0.129694D+08
 25       5       4       6      0.963872D+07
 26       5       4       6      0.665971D+07
 27       5       4       6      0.420956D+07
 24       5       5       6      0.137285D+08
 25       5       5       6      0.151092D+08
 26       5       5       6      0.154026D+08
 27       5       5       6      0.147774D+08
 24       5       6       6      0.685717D+05
 25       5       6       6      0.111885D+07
 26       5       6       6      0.299234D+07
 27       5       6       6      0.515709D+07
 24       5       7       6      0.104726D+08
 25       5       7       6      0.662567D+07
 26       5       7       6      0.344474D+07
 27       5       7       6      0.127970D+07
 24       5       8       6      0.126263D+08
 25       5       8       6      0.137378D+08
 26       5       8       6      0.132070D+08
 27       5       8       6      0.114550D+08
 24       5       9       6      0.604316D+06
 25       5       9       6      0.278129D+07
 26       5       9       6      0.555651D+07
 27       5       9       6      0.805141D+07
 24       5      10       6      0.555128D+07
 25       5      10       6      0.210994D+07
 26       5      10       6      0.286782D+06
 27       5      10       6      0.103686D+06
 24       5      11       6      0.119429D+08
 25       5      11       6      0.102954D+08
 26       5      11       6      0.740960D+07
 27       5      11       6      0.434426D+07
 24       5      12       6      0.537039D+07
 25       5      12       6      0.804271D+07
 26       5      12       6      0.925182D+07
 27       5      12       6      0.886541D+07
 24       5      13       6      0.102913D+06
 25       5      13       6      0.153351D+07
 26       5      13       6      0.374875D+07
 27       5      13       6      0.570688D+07
 24       5      14       6      0.136861D+07
 25       5      14       6      0.848439D+05
 26       5      14       6      0.274529D+06
 27       5      14       6      0.144741D+07
 24       5      15       6      0.266977D+07
 25       5      15       6      0.107137D+07
 26       5      15       6      0.136056D+06
 27       5      15       6      0.632644D+05
 28       5       0       6      0.440113D+07
 29       5       0       6      0.367454D+07
 30       5       0       6      0.307162D+07
 31       5       0       6      0.257045D+07
 28       5       1       6      0.164040D+08
 29       5       1       6      0.145314D+08
 30       5       1       6      0.128240D+08
 31       5       1       6      0.112782D+08
 28       5       2       6      0.188657D+08
 29       5       2       6      0.184657D+08
 30       5       2       6      0.178047D+08
 31       5       2       6      0.169451D+08
 28       5       3       6      0.419131D+07
 29       5       3       6      0.555285D+07
 30       5       3       6      0.677964D+07
 31       5       3       6      0.780723D+07
 28       5       4       6      0.235619D+07
 29       5       4       6      0.108805D+07
 30       5       4       6      0.342318D+06
 31       5       4       6      0.279320D+05
 28       5       5       6      0.134761D+08
 29       5       5       6      0.117540D+08
 30       5       5       6      0.984111D+07
 31       5       5       6      0.792297D+07
 28       5       6       6      0.719750D+07
 29       5       6       6      0.884093D+07
 30       5       6       6      0.994880D+07
 31       5       6       6      0.104902D+08
 28       5       7       6      0.190852D+06
 29       5       7       6      0.403690D+05
 30       5       7       6      0.585467D+06
 31       5       7       6      0.155342D+07
 28       5       8       6      0.903457D+07
 29       5       8       6      0.646317D+07
 30       5       8       6      0.413242D+07
 31       5       8       6      0.227919D+07
 28       5       9       6      0.972567D+07
 29       5       9       6      0.103835D+08
 30       5       9       6      0.100933D+08
 31       5       9       6      0.908062D+07
 28       5      10       6      0.114760D+07
 29       5      10       6      0.283785D+07
 30       5      10       6      0.462780D+07
 31       5      10       6      0.611625D+07
 28       5      11       6      0.188840D+07
 29       5      11       6      0.430768D+06
 30       5      11       6      0.419864D+03
 31       5      11       6      0.387592D+06
 28       5      12       6      0.729980D+07
 29       5      12       6      0.518607D+07
 30       5      12       6      0.310910D+07
 31       5      12       6      0.146748D+07
 28       5      13       6      0.678162D+07
 29       5      13       6      0.681652D+07
 30       5      13       6      0.599993D+07
 31       5      13       6      0.468563D+07
 28       5      14       6      0.291835D+07
 29       5      14       6      0.412059D+07
 30       5      14       6      0.474502D+07
 31       5      14       6      0.473830D+07
 28       5      15       6      0.624431D+06
 29       5      15       6      0.145009D+07
 30       5      15       6      0.222020D+07
 31       5      15       6      0.271349D+07
 32       5       0       6      0.215266D+07
 33       5       0       6      0.180263D+07
 34       5       0       6      0.150717D+07
 35       5       0       6      0.125508D+07
 32       5       1       6      0.988456D+07
 33       5       1       6      0.862856D+07
 34       5       1       6      0.749257D+07
 35       5       1       6      0.645678D+07
 32       5       2       6      0.159390D+08
 33       5       2       6      0.148242D+08
 34       5       2       6      0.136253D+08
 35       5       2       6      0.123532D+08
 32       5       3       6      0.859781D+07
 33       5       3       6      0.913074D+07
 34       5       3       6      0.939465D+07
 35       5       3       6      0.938063D+07
 32       5       4       6      0.427402D+05
 33       5       4       6      0.285027D+06
 34       5       4       6      0.659676D+06
 35       5       4       6      0.108027D+07
 32       5       5       6      0.613358D+07
 33       5       5       6      0.455748D+07
 34       5       5       6      0.323813D+07
 35       5       5       6      0.218715D+07
 32       5       6       6      0.105082D+08
 33       5       6       6      0.100878D+08
 34       5       6       6      0.933084D+07
 35       5       6       6      0.833929D+07
 32       5       7       6      0.269208D+07
 33       5       7       6      0.379628D+07
 34       5       7       6      0.471574D+07
 35       5       7       6      0.535145D+07
 32       5       8       6      0.997108D+06
 33       5       8       6      0.269503D+06
 34       5       8       6      0.746633D+04
 35       5       8       6      0.830281D+05
 32       5       9       6      0.762876D+07
 33       5       9       6      0.600747D+07
 34       5       9       6      0.443310D+07
 35       5       9       6      0.305326D+07
 32       5      10       6      0.707997D+07
 33       5      10       6      0.745340D+07
 34       5      10       6      0.728499D+07
 35       5      10       6      0.668978D+07
 32       5      11       6      0.127564D+07
 33       5      11       6      0.234446D+07
 34       5      11       6      0.333232D+07
 35       5      11       6      0.406098D+07
 32       5      12       6      0.440357D+06
 33       5      12       6      0.230385D+05
 34       5      12       6      0.906035D+05
 35       5      12       6      0.461013D+06
 32       5      13       6      0.323887D+07
 33       5      13       6      0.194198D+07
 34       5      13       6      0.959108D+06
 35       5      13       6      0.341370D+06
 32       5      14       6      0.422415D+07
 33       5      14       6      0.340687D+07
 34       5      14       6      0.249378D+07
 35       5      14       6      0.164789D+07
 32       5      15       6      0.286501D+07
 33       5      15       6      0.270270D+07
 34       5      15       6      0.232302D+07
 35       5      15       6      0.183454D+07
 36       5       0       6      0.103680D+07
 37       5       0       6      0.843116D+06
 38       5       0       6      0.662661D+06
 39       5       0       6      0.483721D+06
 36       5       1       6      0.550004D+07
 37       5       1       6      0.459525D+07
 38       5       1       6      0.369628D+07
 39       5       1       6      0.274901D+07
 36       5       2       6      0.110073D+08
 37       5       2       6      0.956557D+07
 38       5       2       6      0.795585D+07
 39       5       2       6      0.607776D+07
 36       5       3       6      0.907762D+07
 37       5       3       6      0.846037D+07
 38       5       3       6      0.745678D+07
 39       5       3       6      0.596232D+07
 36       5       4       6      0.146891D+07
 37       5       4       6      0.175334D+07
 38       5       4       6      0.185640D+07
 39       5       4       6      0.169539D+07
 36       5       5       6      0.139304D+07
 37       5       5       6      0.827341D+06
 38       5       5       6      0.450510D+06
 39       5       5       6      0.220168D+06
 36       5       6       6      0.720475D+07
 37       5       6       6      0.599642D+07
 38       5       6       6      0.474190D+07
 39       5       6       6      0.344242D+07
 36       5       7       6      0.564687D+07
 37       5       7       6      0.557142D+07
 38       5       7       6      0.508756D+07
 39       5       7       6      0.414990D+07
 36       5       8       6      0.354272D+06
 37       5       8       6      0.682023D+06
 38       5       8       6      0.935030D+06
 39       5       8       6      0.993014D+06
 36       5       9       6      0.194765D+07
 37       5       9       6      0.113653D+07
 38       5       9       6      0.594955D+06
 39       5       9       6      0.272917D+06
 36       5      10       6      0.580929D+07
 37       5      10       6      0.477657D+07
 38       5      10       6      0.368499D+07
 39       5      10       6      0.259269D+07
 36       5      11       6      0.443571D+07
 37       5      11       6      0.442625D+07
 38       5      11       6      0.402810D+07
 39       5      11       6      0.324851D+07
 36       5      12       6      0.944334D+06
 37       5      12       6      0.137325D+07
 38       5      12       6      0.160983D+07
 39       5      12       6      0.154683D+07
 36       5      13       6      0.529907D+05
 37       5      13       6      0.426375D+04
 38       5      13       6      0.817832D+05
 39       5      13       6      0.170294D+06
 36       5      14       6      0.968668D+06
 37       5      14       6      0.492359D+06
 38       5      14       6      0.205537D+06
 39       5      14       6      0.650397D+05
 36       5      15       6      0.133632D+07
 37       5      15       6      0.896510D+06
 38       5      15       6      0.549577D+06
 39       5      15       6      0.302863D+06
 40       5       0       6      0.290894D+06
 41       5       0       6      0.950618D+05
 42       5       0       6      0.294489D+05
 43       5       0       6      0.000000D+00
 40       5       1       6      0.167522D+07
 41       5       1       6      0.551063D+06
 42       5       1       6      0.171034D+06
 43       5       1       6      0.000000D+00
 40       5       2       6      0.377462D+07
 41       5       2       6      0.125338D+07
 42       5       2       6      0.390059D+06
 43       5       2       6      0.000000D+00
 40       5       3       6      0.382249D+07
 41       5       3       6      0.128925D+07
 42       5       3       6      0.403006D+06
 43       5       3       6      0.000000D+00
 40       5       4       6      0.118639D+07
 41       5       4       6      0.417149D+06
 42       5       4       6      0.131930D+06
 43       5       4       6      0.000000D+00
 40       5       5       6      0.909142D+05
 41       5       5       6      0.236368D+05
 42       5       5       6      0.681329D+04
 43       5       5       6      0.000000D+00
 40       5       6       6      0.204911D+07
 41       5       6       6      0.664829D+06
 42       5       6       6      0.205476D+06
 43       5       6       6      0.000000D+00
 40       5       7       6      0.268609D+07
 41       5       7       6      0.908986D+06
 42       5       7       6      0.284362D+06
 43       5       7       6      0.000000D+00
 40       5       8       6      0.756798D+06
 41       5       8       6      0.276126D+06
 42       5       8       6      0.882054D+05
 43       5       8       6      0.000000D+00
 40       5       9       6      0.104065D+06
 41       5       9       6      0.254885D+05
 42       5       9       6      0.719568D+04
 43       5       9       6      0.000000D+00
 40       5      10       6      0.149850D+07
 41       5      10       6      0.477902D+06
 42       5      10       6      0.146930D+06
 43       5      10       6      0.000000D+00
 40       5      11       6      0.207581D+07
 41       5      11       6      0.696934D+06
 42       5      11       6      0.217492D+06
 43       5      11       6      0.000000D+00
 40       5      12       6      0.110698D+07
 41       5      12       6      0.392124D+06
 42       5      12       6      0.124225D+06
 43       5      12       6      0.000000D+00
 40       5      13       6      0.173834D+06
 41       5      13       6      0.710492D+05
 42       5      13       6      0.233758D+05
 43       5      13       6      0.000000D+00
 40       5      14       6      0.139788D+05
 41       5      14       6      0.192153D+04
 42       5      14       6      0.421849D+03
 43       5      14       6      0.000000D+00
 40       5      15       6      0.140144D+06
 41       5      15       6      0.391732D+05
 42       5      15       6      0.115603D+05
 43       5      15       6      0.000000D+00
  0       6       0       5      0.137761D+07
  1       6       0       5      0.592436D+07
  2       6       0       5      0.143721D+08
  3       6       0       5      0.259234D+08
  0       6       1       5      0.117139D+08
  1       6       1       5      0.375932D+08
  2       6       1       5      0.671015D+08
  3       6       1       5      0.872232D+08
  0       6       2       5      0.455170D+08
  1       6       2       5      0.989081D+08
  2       6       2       5      0.111971D+09
  3       6       2       5      0.825670D+08
  0       6       3       5      0.107744D+09
  1       6       3       5      0.132757D+09
  2       6       3       5      0.652216D+08
  3       6       3       5      0.774845D+07
  0       6       4       5      0.173076D+09
  1       6       4       5      0.823595D+08
  2       6       4       5      0.899477D+06
  3       6       4       5      0.293863D+08
  0       6       5       5      0.198229D+09
  1       6       5       5      0.799044D+07
  2       6       5       5      0.445434D+08
  3       6       5       5      0.735454D+08
  0       6       6       5      0.164795D+09
  1       6       6       5      0.232938D+08
  2       6       6       5      0.909333D+08
  3       6       6       5      0.128788D+08
  0       6       7       5      0.987799D+08
  1       6       7       5      0.113189D+09
  2       6       7       5      0.287041D+08
  3       6       7       5      0.253817D+08
  0       6       8       5      0.412508D+08
  1       6       8       5      0.154619D+09
  2       6       8       5      0.100848D+08
  3       6       8       5      0.782598D+08
  0       6       9       5      0.110983D+08
  1       6       9       5      0.105495D+09
  2       6       9       5      0.107883D+09
  3       6       9       5      0.124604D+08
  0       6      10       5      0.161112D+07
  1       6      10       5      0.373784D+08
  2       6      10       5      0.143639D+09
  3       6      10       5      0.422664D+08
  0       6      11       5      0.692573D+05
  1       6      11       5      0.558758D+07
  2       6      11       5      0.670751D+08
  3       6      11       5      0.149971D+09
  0       6      12       5      0.257058D+04
  1       6      12       5      0.127384D+06
  2       6      12       5      0.870559D+07
  3       6      12       5      0.873047D+08
  0       6      13       5      0.507618D+04
  1       6      13       5      0.130031D+05
  2       6      13       5      0.673080D+03
  3       6      13       5      0.631303D+07
  0       6      14       5      0.370427D+01
  1       6      14       5      0.910092D+03
  2       6      14       5      0.523338D+05
  3       6      14       5      0.578756D+06
  0       6      15       5      0.709096D+03
  1       6      15       5      0.487704D+02
  2       6      15       5      0.475137D+04
  3       6      15       5      0.353458D+03
  0       6      16       5      0.261874D+03
  1       6      16       5      0.601945D+01
  2       6      16       5      0.381343D+03
  3       6      16       5      0.640226D+04
  4       6       0       5      0.387766D+08
  5       6       0       5      0.509424D+08
  6       6       0       5      0.608651D+08
  7       6       0       5      0.676649D+08
  4       6       1       5      0.913311D+08
  5       6       1       5      0.806733D+08
  6       6       1       5      0.612153D+08
  7       6       1       5      0.397136D+08
  4       6       2       5      0.394030D+08
  5       6       2       5      0.886420D+07
  6       6       2       5      0.310965D+05
  7       6       2       5      0.777196D+07
  4       6       3       5      0.465424D+07
  5       6       3       5      0.307522D+08
  6       6       3       5      0.497799D+08
  7       6       3       5      0.478650D+08
  4       6       4       5      0.626498D+08
  5       6       4       5      0.480860D+08
  6       6       4       5      0.153587D+08
  7       6       4       5      0.115881D+06
  4       6       5       5      0.236636D+08
  5       6       5       5      0.273149D+06
  6       6       5       5      0.220746D+08
  7       6       5       5      0.421826D+08
  4       6       6       5      0.140059D+08
  5       6       6       5      0.511093D+08
  6       6       6       5      0.373428D+08
  7       6       6       5      0.633082D+07
  4       6       7       5      0.623644D+08
  5       6       7       5      0.147456D+08
  6       6       7       5      0.383472D+07
  7       6       7       5      0.319323D+08
  4       6       8       5      0.507565D+07
  5       6       8       5      0.254947D+08
  6       6       8       5      0.468530D+08
  7       6       8       5      0.142047D+08
  4       6       9       5      0.437245D+08
  5       6       9       5      0.421278D+08
  6       6       9       5      0.359863D+05
  7       6       9       5      0.253744D+08
  4       6      10       5      0.495046D+08
  5       6      10       5      0.597565D+07
  6       6      10       5      0.478617D+08
  7       6      10       5      0.163049D+08
  4       6      11       5      0.981262D+07
  5       6      11       5      0.608489D+08
  6       6      11       5      0.939639D+06
  7       6      11       5      0.282229D+08
  4       6      12       5      0.150061D+09
  5       6      12       5      0.227553D+07
  6       6      12       5      0.516299D+08
  7       6      12       5      0.773842D+07
  4       6      13       5      0.887294D+08
  5       6      13       5      0.165831D+09
  6       6      13       5      0.481102D+07
  7       6      13       5      0.363319D+08
  4       6      14       5      0.291059D+06
  5       6      14       5      0.569808D+08
  6       6      14       5      0.190857D+09
  7       6      14       5      0.312077D+08
  4       6      15       5      0.149622D+07
  5       6      15       5      0.706919D+07
  6       6      15       5      0.346981D+07
  7       6      15       5      0.136048D+09
  4       6      16       5      0.318080D+06
  5       6      16       5      0.159105D+06
  6       6      16       5      0.723304D+07
  7       6      16       5      0.254090D+08
  8       6       0       5      0.711194D+08
  9       6       0       5      0.714976D+08
 10       6       0       5      0.693544D+08
 11       6       0       5      0.653591D+08
  8       6       1       5      0.212401D+08
  9       6       1       5      0.839212D+07
 10       6       1       5      0.162558D+07
 11       6       1       5      0.353949D+05
  8       6       2       5      0.218631D+08
  9       6       2       5      0.338327D+08
 10       6       2       5      0.394976D+08
 11       6       2       5      0.384900D+08
  8       6       3       5      0.315459D+08
  9       6       3       5      0.134708D+08
 10       6       3       5      0.231524D+07
 11       6       3       5      0.259848D+06
  8       6       4       5      0.759977D+07
  9       6       4       5      0.234027D+08
 10       6       4       5      0.333756D+08
 11       6       4       5      0.325938D+08
  8       6       5       5      0.364212D+08
  9       6       5       5      0.165693D+08
 10       6       5       5      0.215938D+07
 11       6       5       5      0.113089D+07
  8       6       6       5      0.211894D+07
  9       6       6       5      0.189249D+08
 10       6       6       5      0.314533D+08
 11       6       6       5      0.284374D+08
  8       6       7       5      0.373101D+08
  9       6       7       5      0.166090D+08
 10       6       7       5      0.914057D+06
 11       6       7       5      0.402464D+07
  8       6       8       5      0.783325D+06
  9       6       8       5      0.191617D+08
 10       6       8       5      0.310281D+08
 11       6       8       5      0.216143D+08
  8       6       9       5      0.360990D+08
  9       6       9       5      0.120244D+08
 10       6       9       5      0.105902D+06
 11       6       9       5      0.117351D+08
  8       6      10       5      0.198219D+07
  9       6      10       5      0.248712D+08
 10       6      10       5      0.274166D+08
 11       6      10       5      0.887669D+07
  8       6      11       5      0.308581D+08
  9       6      11       5      0.259824D+07
 10       6      11       5      0.709561D+07
 11       6      11       5      0.232094D+08
  8       6      12       5      0.121538D+08
  9       6      12       5      0.301095D+08
 10       6      12       5      0.103184D+08
 11       6      12       5      0.379432D+06
  8       6      13       5      0.104860D+08
  9       6      13       5      0.580405D+07
 10       6      13       5      0.232718D+08
 11       6      13       5      0.130422D+08
  8       6      14       5      0.150370D+08
  9       6      14       5      0.960681D+07
 10       6      14       5      0.609950D+07
 11       6      14       5      0.159369D+08
  8       6      15       5      0.105932D+09
  9       6      15       5      0.532586D+06
 10       6      15       5      0.150117D+08
 11       6      15       5      0.188185D+08
  8       6      16       5      0.852083D+06
  9       6      16       5      0.482512D+08
 10       6      16       5      0.131815D+08
 11       6      16       5      0.192656D+08
 12       6       0       5      0.601670D+08
 13       6       0       5      0.543422D+08
 14       6       0       5      0.483287D+08
 15       6       0       5      0.424492D+08
 12       6       1       5      0.211878D+07
 13       6       1       5      0.632281D+07
 14       6       1       5      0.113465D+08
 15       6       1       5      0.162530D+08
 12       6       2       5      0.326392D+08
 13       6       2       5      0.244370D+08
 14       6       2       5      0.160673D+08
 15       6       2       5      0.899625D+07
 12       6       3       5      0.495968D+07
 13       6       3       5      0.124999D+08
 14       6       3       5      0.194920D+08
 15       6       3       5      0.239489D+08
 12       6       4       5      0.239164D+08
 13       6       4       5      0.129985D+08
 14       6       4       5      0.444698D+07
 15       6       4       5      0.360962D+06
 12       6       5       5      0.949924D+07
 13       6       5       5      0.192276D+08
 14       6       5       5      0.245409D+08
 15       6       5       5      0.238611D+08
 12       6       6       5      0.157532D+08
 13       6       6       5      0.419971D+07
 14       6       6       5      0.140305D+04
 15       6       6       5      0.301576D+07
 12       6       7       5      0.164694D+08
 13       6       7       5      0.244274D+08
 14       6       7       5      0.226048D+08
 15       6       7       5      0.142689D+08
 12       6       8       5      0.600286D+07
 13       6       8       5      0.105540D+05
 14       6       8       5      0.532021D+07
 15       6       8       5      0.142384D+08
 12       6       9       5      0.238311D+08
 13       6       9       5      0.215911D+08
 14       6       9       5      0.102452D+08
 15       6       9       5      0.141047D+07
 12       6      10       5      0.251144D+05
 13       6      10       5      0.786843D+07
 14       6      10       5      0.179802D+08
 15       6      10       5      0.189741D+08
 12       6      11       5      0.195452D+08
 13       6      11       5      0.537504D+07
 14       6      11       5      0.891300D+05
 15       6      11       5      0.615204D+07
 12       6      12       5      0.123333D+08
 13       6      12       5      0.193995D+08
 14       6      12       5      0.120130D+08
 15       6      12       5      0.221279D+07
 12       6      13       5      0.267533D+06
 13       6      13       5      0.545106D+07
 14       6      13       5      0.142152D+08
 15       6      13       5      0.130123D+08
 12       6      14       5      0.107885D+08
 13       6      14       5      0.482414D+06
 14       6      14       5      0.288449D+07
 15       6      14       5      0.969270D+07
 12       6      15       5      0.451409D+07
 13       6      15       5      0.889201D+07
 14       6      15       5      0.500041D+05
 15       6      15       5      0.171519D+07
 12       6      16       5      0.471362D+08
 13       6      16       5      0.617236D+07
 14       6      16       5      0.203047D+08
 15       6      16       5      0.134170D+08
 16       6       0       5      0.369156D+08
 17       6       0       5      0.318492D+08
 18       6       0       5      0.273068D+08
 19       6       0       5      0.232989D+08
 16       6       1       5      0.204623D+08
 17       6       1       5      0.236864D+08
 18       6       1       5      0.258489D+08
 19       6       1       5      0.270098D+08
 16       6       2       5      0.394042D+07
 17       6       2       5      0.102838D+07
 18       6       2       5      0.140322D+05
 19       6       2       5      0.466795D+06
 16       6       3       5      0.252747D+08
 17       6       3       5      0.238422D+08
 18       6       3       5      0.205048D+08
 19       6       3       5      0.162119D+08
 16       6       4       5      0.607466D+06
 17       6       4       5      0.379347D+07
 18       6       4       5      0.820435D+07
 19       6       4       5      0.124063D+08
 16       6       5       5      0.187327D+08
 17       6       5       5      0.118799D+08
 18       6       5       5      0.571155D+07
 19       6       5       5      0.163932D+07
 16       6       6       5      0.951370D+07
 17       6       6       5      0.154915D+08
 18       6       6       5      0.185380D+08
 19       6       6       5      0.181423D+08
 16       6       7       5      0.551273D+07
 17       6       7       5      0.595594D+06
 18       6       7       5      0.513769D+06
 19       6       7       5      0.386145D+07
 16       6       8       5      0.193147D+08
 17       6       8       5      0.181077D+08
 18       6       8       5      0.125440D+08
 19       6       8       5      0.611198D+07
 16       6       9       5      0.680033D+06
 17       6       9       5      0.599696D+07
 18       6       9       5      0.121970D+08
 19       6       9       5      0.153756D+08
 16       6      10       5      0.117871D+08
 17       6      10       5      0.365092D+07
 18       6      10       5      0.471591D+05
 19       6      10       5      0.173667D+07
 16       6      11       5      0.138962D+08
 17       6      11       5      0.156258D+08
 18       6      11       5      0.111432D+08
 19       6      11       5      0.478318D+07
 16       6      12       5      0.450147D+06
 17       6      12       5      0.568357D+07
 18       6      12       5      0.111861D+08
 19       6      12       5      0.123693D+08
 16       6      13       5      0.529356D+07
 17       6      13       5      0.261371D+06
 18       6      13       5      0.139833D+07
 19       6      13       5      0.581479D+07
 16       6      14       5      0.103891D+08
 17       6      14       5      0.550122D+07
 18       6      14       5      0.894769D+06
 19       6      14       5      0.252922D+06
 16       6      15       5      0.732699D+07
 17       6      15       5      0.605117D+07
 18       6      15       5      0.361910D+07
 19       6      15       5      0.528053D+06
 16       6      16       5      0.172958D+07
 17       6      16       5      0.152169D+08
 18       6      16       5      0.172800D+06
 19       6      16       5      0.587872D+07
 20       6       0       5      0.198052D+08
 21       6       0       5      0.167891D+08
 22       6       0       5      0.142040D+08
 23       6       0       5      0.120012D+08
 20       6       1       5      0.273032D+08
 21       6       1       5      0.268960D+08
 22       6       1       5      0.259569D+08
 23       6       1       5      0.246413D+08
 20       6       2       5      0.191082D+07
 21       6       2       5      0.391033D+07
 22       6       2       5      0.611151D+07
 23       6       2       5      0.825460D+07
 20       6       3       5      0.117760D+08
 21       6       3       5      0.777550D+07
 22       6       3       5      0.454479D+07
 23       6       3       5      0.221426D+07
 20       6       4       5      0.154934D+08
 21       6       4       5      0.170884D+08
 22       6       4       5      0.172158D+08
 23       6       4       5      0.161447D+08
 20       6       5       5      0.441727D+05
 21       6       5       5      0.574514D+06
 22       6       5       5      0.251725D+07
 23       6       5       5      0.509951D+07
 20       6       6       5      0.151162D+08
 21       6       6       5      0.108073D+08
 22       6       6       5      0.648806D+07
 23       6       6       5      0.303897D+07
 20       6       7       5      0.837685D+07
 21       6       7       5      0.121354D+08
 22       6       7       5      0.140797D+08
 23       6       7       5      0.140182D+08
 20       6       8       5      0.156144D+07
 21       6       8       5      0.137006D+04
 22       6       8       5      0.110213D+07
 23       6       8       5      0.376654D+07
 20       6       9       5      0.144896D+08
 21       6       9       5      0.107295D+08
 22       6       9       5      0.611183D+07
 23       6       9       5      0.234560D+07
 20       6      10       5      0.620613D+07
 21       6      10       5      0.103458D+08
 22       6      10       5      0.122208D+08
 23       6      10       5      0.114818D+08
 20       6      11       5      0.661428D+06
 21       6      11       5      0.275234D+06
 22       6      11       5      0.272032D+07
 23       6      11       5      0.607437D+07
 20       6      12       5      0.924680D+07
 21       6      12       5      0.455969D+07
 22       6      12       5      0.105632D+07
 23       6      12       5      0.796334D+04
 20       6      13       5      0.915629D+07
 21       6      13       5      0.928117D+07
 22       6      13       5      0.673726D+07
 23       6      13       5      0.337787D+07
 20       6      14       5      0.280339D+07
 21       6      14       5      0.575214D+07
 22       6      14       5      0.699385D+07
 23       6      14       5      0.612362D+07
 20       6      15       5      0.114257D+06
 21       6      15       5      0.166047D+07
 22       6      15       5      0.346016D+07
 23       6      15       5      0.444105D+07
 20       6      16       5      0.120781D+07
 21       6      16       5      0.361289D+06
 22       6      16       5      0.340454D+07
 23       6      16       5      0.249793D+06
 24       6       0       5      0.101325D+08
 25       6       0       5      0.855219D+07
 26       6       0       5      0.721908D+07
 27       6       0       5      0.609622D+07
 24       6       1       5      0.230824D+08
 25       6       1       5      0.213872D+08
 26       6       1       5      0.196397D+08
 27       6       1       5      0.179013D+08
 24       6       2       5      0.101679D+08
 25       6       2       5      0.117529D+08
 26       6       2       5      0.129673D+08
 27       6       2       5      0.138081D+08
 24       6       3       5      0.766947D+06
 25       6       3       5      0.945897D+05
 26       6       3       5      0.436237D+05
 27       6       3       5      0.448279D+06
 24       6       4       5      0.142481D+08
 25       6       4       5      0.119032D+08
 26       6       4       5      0.943342D+07
 27       6       4       5      0.708202D+07
 24       6       5       5      0.767422D+07
 25       6       5       5      0.979851D+07
