Proba d'emission B-X
  vu      ju      vl      jl     Proba d'emission(s-1)
 24       2      14       3      0.359662D+07
 25       2      14       3      0.993446D+06
 26       2      14       3      0.746309D+04
 27       2      14       3      0.541280D+06
 24       2      15       3      0.524300D+07
 25       2      15       3      0.309376D+07
 26       2      15       3      0.117748D+07
 27       2      15       3      0.140364D+06
 24       2      16       3      0.397070D+07
 25       2      16       3      0.188729D+07
 26       2      16       3      0.166080D+07
 27       2      16       3      0.365498D+06
 28       2       0       3      0.501027D+07
 29       2       0       3      0.419334D+07
 30       2       0       3      0.351392D+07
 31       2       0       3      0.294789D+07
 28       2       1       3      0.183688D+08
 29       2       1       3      0.163135D+08
 30       2       1       3      0.144338D+08
 31       2       1       3      0.127273D+08
 28       2       2       3      0.205620D+08
 29       2       2       3      0.202037D+08
 30       2       2       3      0.195525D+08
 31       2       2       3      0.186758D+08
 28       2       3       3      0.415955D+07
 29       2       3       3      0.563041D+07
 30       2       3       3      0.698081D+07
 31       2       3       3      0.813509D+07
 28       2       4       3      0.305236D+07
 29       2       4       3      0.152410D+07
 30       2       4       3      0.569374D+06
 31       2       4       3      0.986017D+05
 28       2       5       3      0.151728D+08
 29       2       5       3      0.134216D+08
 30       2       5       3      0.114054D+08
 31       2       5       3      0.933160D+07
 28       2       6       3      0.721900D+07
 29       2       6       3      0.912775D+07
 30       2       6       3      0.105015D+08
 31       2       6       3      0.112775D+08
 28       2       7       3      0.480869D+06
 29       2       7       3      0.305693D+03
 30       2       7       3      0.346167D+06
 31       2       7       3      0.123751D+07
 28       2       8       3      0.109254D+08
 29       2       8       3      0.816008D+07
 30       2       8       3      0.551500D+07
 31       2       8       3      0.329545D+07
 28       2       9       3      0.100606D+08
 29       2       9       3      0.112176D+08
 30       2       9       3      0.113192D+08
 31       2       9       3      0.105455D+08
 28       2      10       3      0.604241D+06
 29       2      10       3      0.216832D+07
 30       2      10       3      0.409222D+07
 31       2      10       3      0.588222D+07
 28       2      11       3      0.339800D+07
 29       2      11       3      0.122077D+07
 30       2      11       3      0.147900D+06
 31       2      11       3      0.765938D+05
 28       2      12       3      0.931243D+07
 29       2      12       3      0.729749D+07
 30       2      12       3      0.495936D+07
 31       2      12       3      0.283632D+07
 28       2      13       3      0.693387D+07
 29       2      13       3      0.776991D+07
 30       2      13       3      0.753178D+07
 31       2      13       3      0.648155D+07
 28       2      14       3      0.198138D+07
 29       2      14       3      0.360826D+07
 30       2      14       3      0.487057D+07
 31       2      14       3      0.549011D+07
 28       2      15       3      0.868098D+05
 29       2      15       3      0.754057D+06
 30       2      15       3      0.173485D+07
 31       2      15       3      0.265797D+07
 28       2      16       3      0.866618D+05
 29       2      16       3      0.764954D+05
 30       2      16       3      0.316436D+06
 31       2      16       3      0.866715D+06
 32       2       0       3      0.247509D+07
 33       2       0       3      0.207837D+07
 34       2       0       3      0.174314D+07
 35       2       0       3      0.145701D+07
 32       2       1       3      0.111850D+08
 33       2       1       3      0.979257D+07
 34       2       1       3      0.853184D+07
 35       2       1       3      0.738197D+07
 32       2       2       3      0.176305D+08
 33       2       2       3      0.164595D+08
 34       2       2       3      0.151911D+08
 35       2       2       3      0.138393D+08
 32       2       3       3      0.904726D+07
 33       2       3       3      0.969125D+07
 34       2       3       3      0.100522D+08
 35       2       3       3      0.101193D+08
 32       2       4       3      0.682478D+04
 33       2       4       3      0.186914D+06
 34       2       4       3      0.537169D+06
 35       2       4       3      0.964373D+06
 32       2       5       3      0.735571D+07
 33       2       5       3      0.558056D+07
 34       2       5       3      0.406403D+07
 35       2       5       3      0.282838D+07
 32       2       6       3      0.114799D+08
 33       2       6       3      0.111850D+08
 34       2       6       3      0.104939D+08
 35       2       6       3      0.951248D+07
 32       2       7       3      0.240022D+07
 33       2       7       3      0.360116D+07
 34       2       7       3      0.466164D+07
 35       2       7       3      0.545702D+07
 32       2       8       3      0.165224D+07
 33       2       8       3      0.609091D+06
 34       2       8       3      0.100657D+06
 35       2       8       3      0.831078D+04
 32       2       9       3      0.917439D+07
 33       2       9       3      0.749720D+07
 34       2       9       3      0.576575D+07
 35       2       9       3      0.416725D+07
 32       2      10       3      0.721822D+07
 33       2      10       3      0.795404D+07
 34       2      10       3      0.808229D+07
 35       2      10       3      0.768749D+07
 32       2      11       3      0.726248D+06
 33       2      11       3      0.175928D+07
 34       2      11       3      0.286505D+07
 35       2      11       3      0.380434D+07
 32       2      12       3      0.125488D+07
 33       2      12       3      0.328159D+06
 34       2      12       3      0.498549D+04
 35       2      12       3      0.133772D+06
 32       2      13       3      0.499875D+07
 33       2      13       3      0.344362D+07
 34       2      13       3      0.208112D+07
 35       2      13       3      0.105698D+07
 32       2      14       3      0.544030D+07
 33       2      14       3      0.486133D+07
 34       2      14       3      0.396652D+07
 35       2      14       3      0.296867D+07
 32       2      15       3      0.328391D+07
 33       2      15       3      0.352027D+07
 34       2      15       3      0.339208D+07
 35       2      15       3      0.299401D+07
 32       2      16       3      0.118212D+07
 33       2      16       3      0.156523D+07
 34       2      16       3      0.160796D+07
 35       2      16       3      0.161986D+07
 36       2       0       3      0.120940D+07
 37       2       0       3      0.990553D+06
 38       2       0       3      0.788803D+06
 39       2       0       3      0.591125D+06
 36       2       1       3      0.632067D+07
 37       2       1       3      0.532132D+07
 38       2       1       3      0.433944D+07
 39       2       1       3      0.331613D+07
 36       2       2       3      0.124056D+08
 37       2       2       3      0.108733D+08
 38       2       2       3      0.917842D+07
 39       2       2       3      0.721472D+07
 36       2       3       3      0.988020D+07
 37       2       3       3      0.931277D+07
 38       2       3       3      0.835334D+07
 39       2       3       3      0.689313D+07
 36       2       4       3      0.138409D+07
 37       2       4       3      0.171884D+07
 38       2       4       3      0.188945D+07
 39       2       4       3      0.180893D+07
 36       2       5       3      0.186954D+07
 37       2       5       3      0.116392D+07
 38       2       5       3      0.673787D+06
 39       2       5       3      0.356115D+06
 36       2       6       3      0.833967D+07
 37       2       6       3      0.705556D+07
 38       2       6       3      0.569982D+07
 39       2       6       3      0.427639D+07
 36       2       7       3      0.590948D+07
 37       2       7       3      0.597447D+07
 38       2       7       3      0.560950D+07
 39       2       7       3      0.475951D+07
 36       2       8       3      0.188678D+06
 37       2       8       3      0.494083D+06
 38       2       8       3      0.782794D+06
 39       2       8       3      0.921690D+06
 36       2       9       3      0.281865D+07
 37       2       9       3      0.177127D+07
 38       2       9       3      0.102137D+07
 39       2       9       3      0.530974D+06
 36       2      10       3      0.690221D+07
 37       2      10       3      0.586819D+07
 38       2      10       3      0.469655D+07
 39       2      10       3      0.345932D+07
 36       2      11       3      0.442322D+07
 37       2      11       3      0.464439D+07
 38       2      11       3      0.443360D+07
 39       2      11       3      0.377425D+07
 36       2      12       3      0.520635D+06
 37       2      12       3      0.972485D+06
 38       2      12       3      0.131836D+07
 39       2      12       3      0.141484D+07
 36       2      13       3      0.407596D+06
 37       2      13       3      0.871067D+05
 38       2      13       3      0.275963D+03
 39       2      13       3      0.316410D+05
 36       2      14       3      0.203562D+07
 37       2      14       3      0.127072D+07
 38       2      14       3      0.712630D+06
 39       2      14       3      0.352386D+06
 36       2      15       3      0.244584D+07
 37       2      15       3      0.185800D+07
 38       2      15       3      0.130901D+07
 39       2      15       3      0.842996D+06
 36       2      16       3      0.141106D+07
 37       2      16       3      0.119119D+07
 38       2      16       3      0.904070D+06
 39       2      16       3      0.639138D+06
 40       2       0       3      0.383469D+06
 41       2       0       3      0.158319D+06
 42       2       0       3      0.483256D+05
 43       2       0       3      0.209259D+05
 40       2       1       3      0.218264D+07
 41       2       1       3      0.908609D+06
 42       2       1       3      0.278114D+06
 43       2       1       3      0.120545D+06
 40       2       2       3      0.484874D+07
 41       2       2       3      0.204254D+07
 42       2       2       3      0.627679D+06
 43       2       2       3      0.272432D+06
 40       2       3       3      0.479928D+07
 41       2       3       3      0.206232D+07
 42       2       3       3      0.637959D+06
 43       2       3       3      0.277528D+06
 40       2       4       3      0.139382D+07
 41       2       4       3      0.632687D+06
 42       2       4       3      0.199247D+06
 43       2       4       3      0.872127D+05
 40       2       5       3      0.164924D+06
 41       2       5       3      0.538108D+05
 42       2       5       3      0.150441D+05
 43       2       5       3      0.631107D+04
 40       2       6       3      0.275739D+07
 41       2       6       3      0.113123D+07
 42       2       6       3      0.344400D+06
 43       2       6       3      0.148988D+06
 40       2       7       3      0.336425D+07
 41       2       7       3      0.145514D+07
 42       2       7       3      0.450965D+06
 43       2       7       3      0.196299D+06
 40       2       8       3      0.799659D+06
 41       2       8       3      0.384474D+06
 42       2       8       3      0.123256D+06
 43       2       8       3      0.542769D+05
 40       2       9       3      0.239667D+06
 41       2       9       3      0.763984D+05
 42       2       9       3      0.211500D+05
 43       2       9       3      0.883967D+04
 40       2      10       3      0.218441D+07
 41       2      10       3      0.882800D+06
 42       2      10       3      0.267272D+06
 43       2      10       3      0.115391D+06
 40       2      11       3      0.265873D+07
 41       2      11       3      0.114517D+07
 42       2      11       3      0.354276D+06
 43       2      11       3      0.154111D+06
 40       2      12       3      0.115798D+07
 41       2      12       3      0.539881D+06
 42       2      12       3      0.171355D+06
 43       2      12       3      0.751984D+05
 40       2      13       3      0.705517D+05
 41       2      13       3      0.471728D+05
 42       2      13       3      0.165738D+05
 43       2      13       3      0.752097D+04
 40       2      14       3      0.148662D+06
 41       2      14       3      0.446245D+05
 42       2      14       3      0.120416D+05
 43       2      14       3      0.498417D+04
 40       2      15       3      0.470460D+06
 41       2      15       3      0.175102D+06
 42       2      15       3      0.514541D+05
 43       2      15       3      0.219792D+05
 40       2      16       3      0.382734D+06
 41       2      16       3      0.149816D+06
 42       2      16       3      0.448106D+05
 43       2      16       3      0.192626D+05
  0       3       0       2      0.156588D+07
  1       3       0       2      0.648886D+07
  2       3       0       2      0.152679D+08
  3       3       0       2      0.268382D+08
  0       3       1       2      0.127814D+08
  1       3       1       2      0.392308D+08
  2       3       1       2      0.673133D+08
  3       3       1       2      0.843383D+08
  0       3       2       2      0.477026D+08
  1       3       2       2      0.977926D+08
  2       3       2       2      0.104275D+09
  3       3       2       2      0.715107D+08
  0       3       3       2      0.108467D+09
  1       3       3       2      0.122800D+09
  2       3       3       2      0.530043D+08
  3       3       3       2      0.375487D+07
  0       3       4       2      0.167506D+09
  1       3       4       2      0.683863D+08
  2       3       4       2      0.113716D+05
  3       3       4       2      0.339610D+08
  0       3       5       2      0.184724D+09
  1       3       5       2      0.381338D+07
  2       3       5       2      0.490903D+08
  3       3       5       2      0.666605D+08
  0       3       6       2      0.148245D+09
  1       3       6       2      0.287894D+08
  2       3       6       2      0.834125D+08
  3       3       6       2      0.763785D+07
  0       3       7       2      0.861499D+08
  1       3       7       2      0.112742D+09
  2       3       7       2      0.210130D+08
  3       3       7       2      0.296433D+08
  0       3       8       2      0.351405D+08
  1       3       8       2      0.143168D+09
  2       3       8       2      0.134348D+08
  3       3       8       2      0.721718D+08
  0       3       9       2      0.936124D+07
  1       3       9       2      0.940920D+08
  2       3       9       2      0.105022D+09
  3       3       9       2      0.884782D+07
  0       3      10       2      0.138490D+07
  1       3      10       2      0.330613D+08
  2       3      10       2      0.131706D+09
  3       3      10       2      0.423970D+08
  0       3      11       2      0.664031D+05
  1       3      11       2      0.517443D+07
  2       3      11       2      0.615049D+08
  3       3      11       2      0.138073D+09
  0       3      12       2      0.175677D+04
  1       3      12       2      0.160491D+06
  2       3      12       2      0.886862D+07
  3       3      12       2      0.827154D+08
  0       3      13       2      0.519850D+04
  1       3      13       2      0.756420D+04
  2       3      13       2      0.296892D+05
  3       3      13       2      0.789472D+07
  0       3      14       2      0.473867D+02
  1       3      14       2      0.157211D+04
  2       3      14       2      0.486289D+05
  3       3      14       2      0.288768D+06
  0       3      15       2      0.890025D+03
  1       3      15       2      0.810641D+01
  2       3      15       2      0.155110D+04
  3       3      15       2      0.193609D+05
  0       3      16       2      0.296030D+03
  1       3      16       2      0.405316D+02
  2       3      16       2      0.294569D+02
  3       3      16       2      0.154411D+05
  4       3       0       2      0.392637D+08
  5       3       0       2      0.505922D+08
  6       3       0       2      0.594195D+08
  7       3       0       2      0.650515D+08
  4       3       1       2      0.851662D+08
  5       3       1       2      0.724093D+08
  6       3       1       2      0.525882D+08
  7       3       1       2      0.322436D+08
  4       3       2       2      0.304100D+08
  5       3       2       2      0.492812D+07
  6       3       2       2      0.669450D+06
  7       3       2       2      0.105337D+08
  4       3       3       2      0.776543D+07
  5       3       3       2      0.338516D+08
  6       3       3       2      0.484057D+08
  7       3       3       2      0.425175D+08
  4       3       4       2      0.601715D+08
  5       3       4       2      0.403322D+08
  6       3       4       2      0.998226D+07
  7       3       4       2      0.129786D+06
  4       3       5       2      0.165417D+08
  5       3       5       2      0.154312D+07
  6       3       5       2      0.254366D+08
  7       3       5       2      0.408836D+08
  4       3       6       2      0.181409D+08
  5       3       6       2      0.498376D+08
  6       3       6       2      0.307922D+08
  7       3       6       2      0.325257D+07
  4       3       7       2      0.571082D+08
  5       3       7       2      0.980957D+07
  6       3       7       2      0.629092D+07
  7       3       7       2      0.331461D+08
  4       3       8       2      0.254232D+07
  5       3       8       2      0.282343D+08
  6       3       8       2      0.429004D+08
  7       3       8       2      0.101472D+08
  4       3       9       2      0.448744D+08
  5       3       9       2      0.365999D+08
  6       3       9       2      0.848639D+05
  7       3       9       2      0.267299D+08
  4       3      10       2      0.442721D+08
  5       3      10       2      0.720679D+07
  6       3      10       2      0.456957D+08
  7       3      10       2      0.133960D+08
  4       3      11       2      0.928315D+07
  5       3      11       2      0.574971D+08
  6       3      11       2      0.649238D+06
  7       3      11       2      0.278199D+08
  4       3      12       2      0.135234D+09
  5       3      12       2      0.124252D+07
  6       3      12       2      0.497274D+08
  7       3      12       2      0.773875D+07
  4       3      13       2      0.888925D+08
  5       3      13       2      0.145354D+09
  6       3      13       2      0.158246D+07
  7       3      13       2      0.363410D+08
  4       3      14       2      0.160114D+07
  5       3      14       2      0.681284D+08
  6       3      14       2      0.172015D+09
  7       3      14       2      0.151454D+08
  4       3      15       2      0.155642D+07
  5       3      15       2      0.309252D+07
  6       3      15       2      0.151953D+08
  7       3      15       2      0.157979D+09
  4       3      16       2      0.215479D+06
  5       3      16       2      0.864871D+05
  6       3      16       2      0.122853D+08
  7       3      16       2      0.136391D+08
  8       3       0       2      0.674314D+08
  9       3       0       2      0.669391D+08
 10       3       0       2      0.641848D+08
 11       3       0       2      0.598455D+08
  8       3       1       2      0.158293D+08
  9       3       1       2      0.527521D+07
 10       3       1       2      0.535546D+06
 11       3       1       2      0.431227D+06
  8       3       2       2      0.242182D+08
  9       3       2       2      0.342611D+08
 10       3       2       2      0.376705D+08
 11       3       2       2      0.349237D+08
  8       3       3       2      0.252953D+08
  9       3       3       2      0.905142D+07
 10       3       3       2      0.778946D+06
 11       3       3       2      0.111432D+07
  8       3       4       2      0.105021D+08
  9       3       4       2      0.253595D+08
 10       3       4       2      0.324158D+08
 11       3       4       2      0.290996D+08
  8       3       5       2      0.311561D+08
  9       3       5       2      0.117851D+08
 10       3       5       2      0.668578D+06
 11       3       5       2      0.255620D+07
  8       3       6       2      0.409687D+07
  9       3       6       2      0.212275D+08
 10       3       6       2      0.305027D+08
 11       3       6       2      0.247068D+08
  8       3       7       2      0.334196D+08
  9       3       7       2      0.122706D+08
 10       3       7       2      0.134262D+06
 11       3       7       2      0.593657D+07
  8       3       8       2      0.193424D+07
  9       3       8       2      0.209207D+08
 10       3       8       2      0.293349D+08
 11       3       8       2      0.179905D+08
  8       3       9       2      0.330060D+08
  9       3       9       2      0.901234D+07
 10       3       9       2      0.559326D+06
 11       3       9       2      0.132273D+08
  8       3      10       2      0.287718D+07
  9       3      10       2      0.250780D+08
 10       3      10       2      0.250264D+08
 11       3      10       2      0.689192D+07
  8       3      11       2      0.286304D+08
  9       3      11       2      0.192300D+07
 10       3      11       2      0.769383D+07
 11       3      11       2      0.226582D+08
  8       3      12       2      0.115375D+08
  9       3      12       2      0.289637D+08
 10       3      12       2      0.974590D+07
 11       3      12       2      0.436904D+06
  8       3      13       2      0.114901D+08
  9       3      13       2      0.467902D+07
 10       3      13       2      0.225129D+08
 11       3      13       2      0.132936D+08
  8       3      14       2      0.193831D+08
  9       3      14       2      0.105209D+08
 10       3      14       2      0.384357D+07
 11       3      14       2      0.160335D+08
  8       3      15       2      0.738478D+08
  9       3      15       2      0.663678D+06
 10       3      15       2      0.124635D+08
 11       3      15       2      0.104784D+08
  8       3      16       2      0.223517D+08
  9       3      16       2      0.858004D+08
 10       3      16       2      0.132892D+08
 11       3      16       2      0.239552D+08
 12       3       0       2      0.545492D+08
 13       3       0       2      0.488166D+08
 14       3       0       2      0.430435D+08
 15       3       0       2      0.375053D+08
 12       3       1       2      0.338548D+07
 13       3       1       2      0.790535D+07
 14       3       1       2      0.128177D+08
 15       3       1       2      0.173310D+08
 12       3       2       2      0.282134D+08
 13       3       2       2      0.200154D+08
 14       3       2       2      0.122881D+08
 15       3       2       2      0.620824D+07
 12       3       3       2      0.695433D+07
 13       3       3       2      0.143740D+08
 14       3       3       2      0.203994D+08
 15       3       3       2      0.235614D+08
 12       3       4       2      0.195164D+08
 13       3       4       2      0.930933D+07
 14       3       4       2      0.237533D+07
 15       3       4       2      0.542574D+04
 12       3       5       2      0.117242D+08
 13       3       5       2      0.203111D+08
 14       3       5       2      0.236905D+08
 15       3       5       2      0.213975D+08
 12       3       6       2      0.118529D+08
 13       3       6       2      0.218261D+07
 14       3       6       2      0.231716D+06
 15       3       6       2      0.455572D+07
 12       3       7       2      0.179685D+08
 13       3       7       2      0.236551D+08
 14       3       7       2      0.199180D+08
 15       3       7       2      0.112128D+08
 12       3       8       2      0.377612D+07
 13       3       8       2      0.317295D+06
 14       3       8       2      0.686408D+07
 15       3       8       2      0.151554D+08
 12       3       9       2      0.233362D+08
 13       3       9       2      0.191663D+08
 14       3       9       2      0.789596D+07
 15       3       9       2      0.607379D+06
 12       3      10       2      0.229113D+06
 13       3      10       2      0.889367D+07
 14       3      10       2      0.179249D+08
 15       3      10       2      0.175114D+08
 12       3      11       2      0.178910D+08
 13       3      11       2      0.430696D+07
 14       3      11       2      0.257892D+06
 15       3      11       2      0.673788D+07
 12       3      12       2      0.121990D+08
 13       3      12       2      0.186869D+08
 14       3      12       2      0.111879D+08
 15       3      12       2      0.185363D+07
 12       3      13       2      0.367232D+06
 13       3      13       2      0.507261D+07
 14       3      13       2      0.137896D+08
 15       3      13       2      0.127812D+08
 12       3      14       2      0.116745D+08
 13       3      14       2      0.900754D+06
 14       3      14       2      0.233511D+07
 15       3      14       2      0.924616D+07
 12       3      15       2      0.758363D+07
 13       3      15       2      0.880252D+07
 14       3      15       2      0.147100D+06
 15       3      15       2      0.155728D+07
 12       3      16       2      0.409004D+08
 13       3      16       2      0.967786D+06
 14       3      16       2      0.149883D+08
 15       3      16       2      0.448770D+07
 16       3       0       2      0.323724D+08
 17       3       0       2      0.277332D+08
 18       3       0       2      0.236202D+08
 19       3       0       2      0.200274D+08
 16       3       1       2      0.209970D+08
 17       3       1       2      0.236309D+08
 18       3       1       2      0.252290D+08
 19       3       1       2      0.258958D+08
 16       3       2       2      0.223466D+07
 17       3       2       2      0.311189D+06
 18       3       2       2      0.857242D+05
 19       3       2       2      0.108739D+07
 16       3       3       2      0.236847D+08
 17       3       3       2      0.213912D+08
 18       3       3       2      0.176215D+08
 19       3       3       2      0.132963D+08
 16       3       4       2      0.150895D+07
 17       3       4       2      0.527106D+07
 18       3       4       2      0.962073D+07
 19       3       4       2      0.133130D+08
 16       3       5       2      0.155583D+08
 17       3       5       2      0.892966D+07
 18       3       5       2      0.361992D+07
 19       3       5       2      0.644285D+06
 16       3       6       2      0.110585D+08
 17       3       6       2      0.160934D+08
 18       3       6       2      0.178735D+08
 19       3       6       2      0.164220D+08
 16       3       7       2      0.346961D+07
 17       3       7       2      0.909620D+05
 18       3       7       2      0.124935D+07
 19       3       7       2      0.511797D+07
 16       3       8       2      0.186724D+08
 17       3       8       2      0.161708D+08
 18       3       8       2      0.102235D+08
 19       3       8       2      0.429322D+07
 16       3       9       2      0.135594D+07
 17       3       9       2      0.710565D+07
 18       3       9       2      0.127022D+08
 19       3       9       2      0.148393D+08
 16       3      10       2      0.993974D+07
 17       3      10       2      0.252493D+07
 18       3      10       2      0.694669D+04
 19       3      10       2      0.240415D+07
 16       3      11       2      0.138785D+08
 17       3      11       2      0.147562D+08
 18       3      11       2      0.990762D+07
 19       3      11       2      0.383177D+07
 16       3      12       2      0.590027D+06
 17       3      12       2      0.589900D+07
 18       3      12       2      0.110723D+08
 19       3      12       2      0.118495D+08
 16       3      13       2      0.521998D+07
 17       3      13       2      0.255423D+06
 18       3      13       2      0.139121D+07
 19       3      13       2      0.574918D+07
 16       3      14       2      0.105982D+08
 17       3      14       2      0.592661D+07
 18       3      14       2      0.110817D+07
 19       3      14       2      0.169080D+06
 16       3      15       2      0.665788D+07
 17       3      15       2      0.704157D+07
 18       3      15       2      0.430182D+07
 19       3      15       2      0.941574D+06
 16       3      16       2      0.720623D+04
 17       3      16       2      0.903603D+07
 18       3      16       2      0.106335D+07
 19       3      16       2      0.341825D+07
 20       3       0       2      0.169235D+08
 21       3       0       2      0.142655D+08
 22       3       0       2      0.120046D+08
 23       3       0       2      0.100913D+08
 20       3       1       2      0.257875D+08
 21       3       1       2      0.250769D+08
 22       3       1       2      0.239290D+08
 23       3       1       2      0.224887D+08
 20       3       2       2      0.284608D+07
 21       3       2       2      0.495886D+07
 22       3       2       2      0.711697D+07
 23       3       2       2      0.910727D+07
 20       3       3       2      0.913612D+07
 21       3       3       2      0.560675D+07
 22       3       3       2      0.293742D+07
 23       3       3       2      0.117466D+07
 20       3       4       2      0.156691D+08
 21       3       4       2      0.165088D+08
 22       3       4       2      0.159939D+08
 23       3       4       2      0.144661D+08
 20       3       5       2      0.521959D+05
 21       3       5       2      0.129274D+07
 22       3       5       2      0.358510D+07
 23       3       5       2      0.618533D+07
 20       3       6       2      0.128359D+08
 21       3       6       2      0.850473D+07
 22       3       6       2      0.458220D+07
 23       3       6       2      0.176331D+07
 20       3       7       2      0.943303D+07
 21       3       7       2      0.125224D+08
 22       3       7       2      0.136495D+08
 23       3       7       2      0.128834D+08
 20       3       8       2      0.711224D+06
 21       3       8       2      0.112108D+06
 22       3       8       2      0.184514D+07
 23       3       8       2      0.470210D+07
 20       3       9       2      0.131033D+08
 21       3       9       2      0.902384D+07
 22       3       9       2      0.462828D+07
 23       3       9       2      0.142808D+07
 20       3      10       2      0.691147D+07
 21       3      10       2      0.105650D+08
 22       3      10       2      0.117750D+08
 23       3      10       2      0.105060D+08
 20       3      11       2      0.341149D+06
 21       3      11       2      0.519912D+06
 22       3      11       2      0.320658D+07
 23       3      11       2      0.644770D+07
 20       3      12       2      0.854157D+07
 21       3      12       2      0.397129D+07
 22       3      12       2      0.776504D+06
 23       3      12       2      0.492649D+05
 20       3      13       2      0.899702D+07
 21       3      13       2      0.903991D+07
 22       3      13       2      0.647254D+07
 23       3      13       2      0.316371D+07
 20       3      14       2      0.260067D+07
 21       3      14       2      0.561611D+07
 22       3      14       2      0.698803D+07
 23       3      14       2      0.620840D+07
 20       3      15       2      0.326332D+05
 21       3      15       2      0.139226D+07
 22       3      15       2      0.340061D+07
 23       3      15       2      0.461393D+07
 20       3      16       2      0.133043D+04
 21       3      16       2      0.124204D+03
 22       3      16       2      0.144400D+07
 23       3      16       2      0.146999D+07
 24       3       0       2      0.847875D+07
 25       3       0       2      0.712327D+07
 26       3       0       2      0.598634D+07
 27       3       0       2      0.503397D+07
 24       3       1       2      0.208760D+08
 25       3       1       2      0.191845D+08
 26       3       1       2      0.174852D+08
 27       3       1       2      0.158283D+08
 24       3       2       2      0.108004D+08
 25       3       2       2      0.121326D+08
 26       3       2       2      0.130884D+08
 27       3       2       2      0.136839D+08
 24       3       3       2      0.243577D+06
 25       3       3       2      0.219560D+04
 26       3       3       2      0.282747D+06
 27       3       3       2      0.919420D+06
 24       3       4       2      0.123186D+08
 25       3       4       2      0.991247D+07
 26       3       4       2      0.753497D+07
 27       3       4       2      0.538528D+07
 24       3       5       2      0.852889D+07
 25       3       5       2      0.102725D+08
 26       3       5       2      0.112744D+08
 27       3       5       2      0.115441D+08
 24       3       6       2      0.284661D+06
 25       3       6       2      0.412485D+05
 26       3       6       2      0.733718D+06
 27       3       6       2      0.199623D+07
 24       3       7       2      0.107722D+08
 25       3       7       2      0.801841D+07
 26       3       7       2      0.525265D+07
 27       3       7       2      0.291895D+07
 24       3       8       2      0.752353D+07
 25       3       8       2      0.952551D+07
 26       3       8       2      0.103744D+08
 27       3       8       2      0.101046D+08
 24       3       9       2      0.586794D+05
 25       3       9       2      0.396115D+06
 26       3       9       2      0.187787D+07
 27       3       9       2      0.382288D+07
 24       3      10       2      0.769318D+07
 25       3      10       2      0.452232D+07
 26       3      10       2      0.193074D+07
 27       3      10       2      0.404956D+06
 24       3      11       2      0.868465D+07
 25       3      11       2      0.924250D+07
 26       3      11       2      0.824948D+07
 27       3      11       2      0.629202D+07
 24       3      12       2      0.139653D+07
 25       3      12       2      0.368454D+07
 26       3      12       2      0.578152D+07
 27       3      12       2      0.697839D+07
 24       3      13       2      0.765829D+06
 25       3      13       2      0.854266D+03
 26       3      13       2      0.697262D+06
 27       3      13       2      0.219500D+07
 24       3      14       2      0.409717D+07
 25       3      14       2      0.186495D+07
 26       3      14       2      0.398823D+06
 27       3      14       2      0.727526D+04
 24       3      15       2      0.446315D+07
 25       3      15       2      0.330064D+07
 26       3      15       2      0.181507D+07
 27       3      15       2      0.627810D+06
 24       3      16       2      0.278522D+07
 25       3      16       2      0.196018D+07
 26       3      16       2      0.177526D+07
 27       3      16       2      0.788231D+06
 28       3       0       2      0.423663D+07
 29       3       0       2      0.356893D+07
 30       3       0       2      0.300926D+07
 31       3       0       2      0.253943D+07
 28       3       1       2      0.142474D+08
 29       3       1       2      0.127626D+08
 30       3       1       2      0.113841D+08
 31       3       1       2      0.101151D+08
 28       3       2       2      0.139539D+08
 29       3       2       2      0.139424D+08
 30       3       2       2      0.136949D+08
 31       3       2       2      0.132557D+08
 28       3       3       2      0.176458D+07
 29       3       3       2      0.269619D+07
 30       3       3       2      0.361930D+07
 31       3       3       2      0.446429D+07
 28       3       4       2      0.358008D+07
 29       3       4       2      0.216819D+07
 30       3       4       2      0.114821D+07
 31       3       4       2      0.485184D+06
 28       3       5       2      0.111869D+08
 29       3       5       2      0.103547D+08
 30       3       5       2      0.920984D+07
 31       3       5       2      0.790235D+07
 28       3       6       2      0.348496D+07
 29       3       6       2      0.492621D+07
 30       3       6       2      0.613302D+07
 31       3       6       2      0.700159D+07
 28       3       7       2      0.125102D+07
 29       3       7       2      0.302567D+06
 30       3       7       2      0.555406D+03
 31       3       7       2      0.200083D+06
 28       3       8       2      0.897640D+07
 29       3       8       2      0.733859D+07
 30       3       8       2      0.552804D+07
 31       3       8       2      0.381175D+07
 28       3       9       2      0.565088D+07
 29       3       9       2      0.698419D+07
 30       3       9       2      0.765830D+07
 31       3       9       2      0.768061D+07
 28       3      10       2      0.592258D+04
 29       3      10       2      0.506946D+06
 30       3      10       2      0.155162D+07
 31       3      10       2      0.277983D+07
 28       3      11       2      0.405997D+07
 29       3      11       2      0.210826D+07
 30       3      11       2      0.756874D+06
 31       3      11       2      0.951081D+05
 28       3      12       2      0.707321D+07
 29       3      12       2      0.624724D+07
 30       3      12       2      0.487249D+07
 31       3      12       2      0.334323D+07
 28       3      13       2      0.376934D+07
 29       3      13       2      0.489793D+07
 30       3      13       2      0.534772D+07
 31       3      13       2      0.513643D+07
 28       3      14       2      0.517065D+06
 29       3      14       2      0.151344D+07
 30       3      14       2      0.256430D+07
 31       3      14       2      0.335677D+07
 28       3      15       2      0.504096D+05
