 686
      1   0  0   0  1  7.587E-04  1.105825E+03   9.0430240E+04  1.876E+09  1.302E-06   
      1   0  1   0 -1  2.666E-04  1.107277E+03   9.0311660E+04  1.878E+09  1.733E-06   
      1   0  1   0  1  4.864E-04  1.106201E+03   9.0399480E+04  1.873E+09  1.181E-06   
      1   0  2   0 -1  3.243E-04  1.109101E+03   9.0163120E+04  1.876E+09  1.302E-06   
      1   0  2   0  1  4.174E-04  1.107312E+03   9.0308780E+04  1.868E+09  1.188E-06   
      1   0  3   0 -1  3.495E-04  1.111650E+03   8.9956390E+04  1.873E+09  1.181E-06   
      1   0  3   0  1  3.764E-04  1.109154E+03   9.0158840E+04  1.861E+09  1.297E-06   
      1   0  4   0 -1  3.614E-04  1.114919E+03   8.9692600E+04  1.868E+09  1.188E-06   
      1   0  4   0  1  3.436E-04  1.111724E+03   8.9950400E+04  1.852E+09  1.183E-06   
      1   0  5   0 -1  3.653E-04  1.118897E+03   8.9373710E+04  1.861E+09  1.297E-06   
      1   0  5   0  1  3.143E-04  1.115013E+03   8.9685080E+04  1.841E+09  1.289E-06   
      1   0  6   0 -1  3.638E-04  1.123581E+03   8.9001150E+04  1.852E+09  1.183E-06   
      1   0  6   0  1  2.872E-04  1.119034E+03   8.9362822E+04  1.828E+09  1.365E-06   
      1   0  7   0 -1  3.578E-04  1.128944E+03   8.8578390E+04  1.841E+09  1.289E-06   
      1   0  7   0  1  2.614E-04  1.123732E+03   8.8989215E+04  1.814E+09  1.303E-06   
      1   0  8   0 -1  3.481E-04  1.135004E+03   8.8105403E+04  1.828E+09  1.365E-06   
      1   0  8   0  1  2.368E-04  1.129126E+03   8.8564069E+04  1.798E+09  1.138E-06   
      1   0  9   0 -1  3.353E-04  1.141721E+03   8.7587077E+04  1.814E+09  1.303E-06   
      1   0  9   0  1  2.135E-04  1.135205E+03   8.8089835E+04  1.780E+09  1.204E-06   
      1   0 10   0 -1  3.204E-04  1.149098E+03   8.7024777E+04  1.798E+09  1.138E-06   
      1   0  0   1  1  3.002E-03  1.091984E+03   9.1576450E+04  1.766E+09  3.944E-07   
      1   0  1   1 -1  1.048E-03  1.093384E+03   9.1459170E+04  1.767E+09  6.006E-07   
      1   0  1   1  1  1.938E-03  1.092381E+03   9.1543140E+04  1.762E+09  4.045E-07   
      1   0  2   1 -1  1.274E-03  1.095178E+03   9.1309330E+04  1.766E+09  3.944E-07   
      1   0  2   1  1  1.678E-03  1.093510E+03   9.1448660E+04  1.758E+09  3.960E-07   
      1   0  3   1 -1  1.375E-03  1.097694E+03   9.1100050E+04  1.762E+09  4.045E-07   
      1   0  3   1  1  1.529E-03  1.095365E+03   9.1293810E+04  1.751E+09  3.584E-07   
      1   0  4   1 -1  1.428E-03  1.100928E+03   9.0832480E+04  1.758E+09  3.960E-07   
      1   0  4   1  1  1.413E-03  1.097943E+03   9.1079400E+04  1.743E+09  3.929E-07   
      1   0  5   1 -1  1.452E-03  1.104866E+03   9.0508680E+04  1.751E+09  3.584E-07   
      1   0  5   1  1  1.312E-03  1.101235E+03   9.0807180E+04  1.733E+09  3.413E-07   
      1   0  6   1 -1  1.457E-03  1.109507E+03   9.0130150E+04  1.743E+09  3.929E-07   
      1   0  6   1  1  1.218E-03  1.105253E+03   9.0477019E+04  1.722E+09  3.598E-07   
      1   0  7   1 -1  1.447E-03  1.114821E+03   8.9700490E+04  1.733E+09  3.413E-07   
      1   0  7   1  1  1.128E-03  1.109938E+03   9.0095149E+04  1.709E+09  3.498E-07   
      1   0  8   1 -1  1.424E-03  1.120830E+03   8.9219599E+04  1.722E+09  3.598E-07   
      1   0  8   1  1  1.041E-03  1.115308E+03   8.9661331E+04  1.695E+09  3.185E-07   
      1   0  9   1 -1  1.390E-03  1.127485E+03   8.8693011E+04  1.709E+09  3.498E-07   
      1   0  9   1  1  9.577E-04  1.121350E+03   8.9178237E+04  1.679E+09  3.733E-07   
      1   0 10   1 -1  1.348E-03  1.134790E+03   8.8122039E+04  1.695E+09  3.185E-07   
      1   0  0   2  1  6.775E-03  1.078812E+03   9.2694550E+04  1.668E+09  3.131E-07   
